reform	target	spec_name	event_time	beta	se	tvalue	pvalue	n_event_obs	n_obs	r2	stars_cluster	N_event
haifa_comp	Haifa-Legacy terminal	baseline	-4	2.6302369579841516	3.598402622948321e-15	730945709412886.4	0.0	1.0	91	1.0	***	1.0
haifa_comp	Haifa-Legacy terminal	baseline	-3	2.6711277717758772	2.3137699691023492e-14	115444828459424.12	0.0	1.0	91	1.0	***	1.0
haifa_comp	Haifa-Legacy terminal	baseline	-2	-2.598072995795087	8.956845775952559e-15	-290065616935196.5	0.0	1.0	91	1.0	***	1.0
haifa_comp	Haifa-Legacy terminal	baseline	0	-4.377713872604372	4.098822408150337e-15	-1068041851215478.6	0.0	1.0	91	1.0	***	1.0
haifa_comp	Haifa-Legacy terminal	baseline	1	1.0605451962534065	1.7515947502300358e-14	60547406648377.19	0.0	1.0	91	1.0	***	1.0
haifa_comp	Haifa-Legacy terminal	baseline	2	1.0605451962534171	8.048228133877991e-15	131773749278948.4	0.0	1.0	91	1.0	***	1.0
haifa_comp	Haifa-Legacy terminal	baseline	3	1.0605451962534147	3.0909080752221988e-15	343117676243792.6	0.0	1.0	91	1.0	***	1.0
haifa_comp	Haifa-Legacy terminal	baseline	4	0.4340921396991912	1.8294442818362462e-14	23728087485861.29	0.0	1.0	91	1.0	***	1.0
haifa_comp	Haifa-Legacy terminal	baseline	5	0.434092139699204	2.0988992403236768e-14	20681895126717.062	0.0	1.0	91	1.0	***	1.0
haifa_comp	Haifa-Legacy terminal	baseline	6	0.4340921396991959	3.2062309202297836e-15	135390166990244.56	0.0	1.0	91	1.0	***	1.0
haifa_comp	Haifa-Legacy terminal	baseline	7	0.2842598875005373	9.578104029727222e-15	29678095645890.875	0.0	1.0	91	1.0	***	1.0
haifa_comp	Haifa-Legacy terminal	baseline	8	0.2842598875005377	7.435598774960192e-15	38229589318051.875	0.0	1.0	91	1.0	***	1.0
haifa_comp	Haifa-Legacy terminal	baseline	9	0.2842598875005375	7.435598774960174e-15	38229589318051.94	0.0	1.0	91	1.0	***	1.0
haifa_comp	Haifa-Legacy terminal	baseline	10	-0.1564975354056192	9.367637452816912e-15	-16706190455583.805	0.0	1.0	91	1.0	***	1.0
haifa_comp	Haifa-Legacy terminal	baseline	11	-0.1564975354056208	1.1118135339641687e-14	-14075879688892.545	0.0	1.0	91	1.0	***	1.0
haifa_comp	Haifa-Legacy terminal	baseline	12	-0.1564975354056308	1.5360985450673944e-14	-10187987997785.955	0.0	1.0	91	1.0	***	1.0
haifa_comp	Haifa-Legacy terminal	baseline	13	-0.0251138950311116	8.2637735812048e-15	-3039034744155.004	0.0	1.0	91	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-24	-0.3238334074862381	4.709672157260137e-15	-68759224989161.24	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-23	-0.4408239482476039	7.949951721407282e-15	-55449889973617.39	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-22	-0.4763436115501047	1.3321128142492389e-15	-357585038185047.25	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-21	-0.3901677979922446	7.569502808917736e-15	-51544706150657.95	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-20	-0.4719702056751793	3.7850701045434804e-15	-124692592908290.12	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-19	-0.5621355667185757	5.563607094230647e-15	-101037970007173.84	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-18	-0.4655445124478596	9.134580723625116e-15	-50965066326887.24	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-17	-0.5064353262395924	7.540557857609441e-15	-67161519850753.6	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-16	4.762765441331377	6.153596097313568e-15	773980834297952.0	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-15	4.778050539357038	1.0021326561891247e-14	476788228569143.94	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-14	4.35259997757325	3.2293054065481614e-14	134784401894826.98	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-13	-1.085659091284526	1.049459765635908e-14	-103449329534485.14	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-12	-1.0856590912845232	1.1370735686012415e-14	-95478350852885.86	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-11	-1.0856590912845308	1.3999329643402238e-14	-77550791283509.23	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-10	-0.4592060347303039	2.114543682675135e-14	-21716554663432.477	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-9	-0.4592060347303071	1.1312691735271868e-14	-40592110655552.26	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-8	-0.4592060347303133	1.023739250035727e-14	-44855761339060.48	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-7	-0.3093737825316472	7.628584395277478e-15	-40554546754856.25	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-6	-0.3093737825316562	5.526838993146898e-15	-55976622969344.64	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-5	-0.3093737825316506	9.545218356377864e-15	-32411388716417.91	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-4	0.1313836403745121	5.52683899314471e-15	23771931937491.863	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-3	0.1313836403745155	1.0678045486555553e-14	12304090719592.578	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	-2	0.1313836403745107	6.326588860633646e-15	20766900342146.133	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	0	6.217248937900877e-15	9.682172532982463e-15	0.6421336654270233	0.520786398884449	1.0	95	1.0		1.0
ashdod_comp	Ashdod-HCT terminal	baseline	1	8.620610659351278e-15	1.1474474906502648e-14	0.7512858522585579	0.4524806417815264	1.0	95	1.0		1.0
ashdod_comp	Ashdod-HCT terminal	baseline	2	-0.4576488180739062	1.6556677259006518e-14	-27641344390218.996	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	3	-0.4576488180739076	1.3625184030894155e-14	-33588450404502.49	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	4	-0.4576488180739115	4.618387061465703e-15	-99092781090693.38	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	5	0.0138410154359361	2.992176976355045e-15	4625734221375.075	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	6	0.013841015435934	9.531414707277255e-15	1452147017101.9246	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	7	0.0138410154359351	3.4423424719428893e-15	4020813021582.7114	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	8	-0.0496968126276158	4.293355379325151e-15	-11575285117773.645	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	9	-0.0496968126276166	7.41858302445973e-15	-6698962923749.964	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-HCT terminal	baseline	10	-0.0496968126276158	4.731047203796051e-15	-10504400080333.293	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-24	-0.3439086058743683	4.4880788697966975e-15	-76627130639071.6	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-23	-0.4608991466357341	8.299576854299122e-15	-55532848809875.37	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-22	-0.4964188099382345	1.5715802482378054e-15	-315872390541216.8	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-21	-0.410242996380374	6.8098102879430665e-15	-60242940556907.88	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-20	-0.4920454040633091	3.908608738719048e-15	-125887607830648.48	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-19	-0.582210765106705	7.0744144568966446e-15	-82298085396894.48	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-18	-0.4856197108359894	9.675519742036754e-15	-50190555523972.67	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-17	-0.5265105246277226	7.934988197612555e-15	-66353031852793.03	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-16	4.742690242943247	6.663942511113471e-15	711694351359402.1	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-15	4.800442106789953	8.810618575444841e-15	544847341385174.3	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-14	4.3525999775732505	3.317095854950461e-14	131217190214066.14	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-13	-1.0856590912845276	1.0840190963914814e-14	-100151288376607.52	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-12	-1.0856590912845228	1.1233856686072766e-14	-96641707440551.06	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-11	-1.0856590912845312	1.4149009323783964e-14	-76730396202338.92	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-10	-0.4592060347303039	1.9587436170745945e-14	-23443907141667.336	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-9	-0.4592060347303068	9.763422957701931e-15	-47033303455122.74	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-8	-0.4592060347303119	9.293616346351794e-15	-49410909339998.0	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-7	-0.3093737825316481	4.8410862664856994e-15	-63905860276320.29	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-6	-0.3093737825316554	5.233165721716572e-15	-59117902811259.57	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-5	-0.3093737825316508	1.072725333009189e-14	-28839981028862.37	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-4	0.1313836403745112	4.8410862664869245e-15	27139289230194.523	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-3	0.1313836403745155	9.627624648032801e-15	13646527069515.64	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	-2	0.1313836403745121	5.805676105430813e-15	22630204990528.44	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	0	5.3290705182007506e-15	5.9843539527067525e-15	0.8905005553340284	0.3731971703545946	1.0	95	1.0		1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	1	9.06469986920134e-15	1.1474474906496872e-14	0.7899882080067027	0.4295346549725729	1.0	95	1.0		1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	2	-0.4576488180739058	1.7204061009134116e-14	-26601208739664.855	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	3	-0.4576488180739076	1.0578943152449203e-14	-43260353277156.445	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	4	-0.4576488180739115	5.574280541340502e-15	-82100069180202.44	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	5	0.0138410154359356	2.992176976345592e-15	4625734221389.541	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	6	0.0138410154359358	7.765430900213261e-15	1782388590381.4744	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	7	0.0138410154359358	2.1771285394988972e-15	6357463597037.591	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	8	-0.0496968126276158	2.565770589691096e-15	-19369156707653.68	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	9	-0.0496968126276161	8.976530929064583e-15	-5536304951248.568	0.0	1.0	95	1.0	***	1.0
ashdod_comp	Ashdod-Legacy terminal	baseline	10	-0.0496968126276158	4.5029091101713625e-15	-11036601319657.676	0.0	1.0	95	1.0	***	1.0
haifa_priv	Haifa-Legacy terminal	baseline	-24	1.3680972369831048				1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-23	1.2819214234252376				1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-22	1.363723831108179	1.3077617127296063e-09	1042792289.936189	0.0	1.0	117	0.9473313190845972	***	1.0
haifa_priv	Haifa-Legacy terminal	baseline	-21	1.4538891921515755				1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-20	1.3572981378808615	1.266646267673453e-09	1071568418.5245464	0.0	1.0	117	0.9473313190845972	***	1.0
haifa_priv	Haifa-Legacy terminal	baseline	-19	1.3981889516725898				1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-18	-3.871011815898376				1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-17	-4.0813933048295645				1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-16	-2.9017333183821705	2.0386964182056473	-1.4233278150045128	0.1546411473218962	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-15	0.7237727275230306	0.5085074006796758	1.4233278150045192	0.1546411473218943	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-14	0.7237727275230232	0.50850740067967	1.423327815004521	0.1546411473218939	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-13	0.7237727275230217	0.5085074006796723	1.4233278150045117	0.1546411473218965	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-12	0.3061373564868765	0.2150856276815652	1.423327815004514	0.1546411473218959	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-11	0.306137356486874	0.2150856276815634	1.4233278150045134	0.154641147321896	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-10	0.3061373564868792	0.2150856276815655	1.423327815004524	0.1546411473218931	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-9	0.2062491883544361	0.144906314750678	1.4233278150044948	0.1546411473219014	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-8	0.2062491883544348	0.1449063147506764	1.423327815004501	0.1546411473218996	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-7	0.2062491883544412	0.1449063147506801	1.4233278150045086	0.1546411473218974	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-6	-0.0875890935830003	0.0615382434458543	-1.423327815004459	0.1546411473219118	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-5	-0.0875890935830074	0.0615382434458564	-1.4233278150045263	0.1546411473218923	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-4	-0.0875890935829986	0.0615382434458557	-1.4233278150043982	0.1546411473219295	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-3	3.2496646015641167e-15	2.117972886628969e-14	0.1534327763154882	0.8780569991276211	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	-2	8.881784197001252e-16	7.058651315663726e-15	0.125828345951752	0.899867803273379	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	0	0.3050992120492801	0.214356249370642	1.423327815004521	0.1546411473218939	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	1	0.3050992120492708	0.2143562493706391	1.4233278150044963	0.154641147321901	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	2	0.3050992120492708	0.2143562493706417	1.4233278150044797	0.1546411473219058	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	3	-0.0092273436239568	0.0064829363458531	-1.4233278150045534	0.1546411473218845	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	4	-0.0092273436239511	0.0064829363458519	-1.423327815003944	0.1546411473220611	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	5	-0.009227343623961	0.006482936345854	-1.4233278150050095	0.1546411473217522	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	6	0.0331312084184123	0.0232772858572351	1.4233278150044442	0.154641147321916	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	7	0.0331312084184026	0.0232772858572336	1.4233278150041162	0.1546411473220112	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Legacy terminal	baseline	8	0.0331312084184238	0.023277285857234	1.4233278150050033	0.1546411473217541	1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Bayport terminal	baseline	-24	1.368097236983104				1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Bayport terminal	baseline	-23	1.281921423425242				1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Bayport terminal	baseline	-22	1.3637238311081743				1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Bayport terminal	baseline	-21	1.4538891921515784	3.3651134887547425e-10	4320475957.230165	0.0	1.0	117	0.9473313190845972	***	1.0
haifa_priv	Haifa-Bayport terminal	baseline	-20	1.3572981378808628				1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Bayport terminal	baseline	-19	1.3981889516725916				1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Bayport terminal	baseline	-18	-3.871011815898385				1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Bayport terminal	baseline	-17	-4.081393304829572				1.0	117	0.9473313190845972		1.0
haifa_priv	Haifa-Bayport terminal	baseline	-16	-2.9017333183821696	2.0386964182056504	-1.4233278150045103	0.154641147321897	1.0	117	0.9473313190845972		1.0
