design	table_group	reform	target	target_key	spec_name	event_time	j	beta	se	t	pvalue	n_event_obs	n_obs	r2
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	20	20	2.4690948553322496	3.2088926649576134e-12	769453862479.0256	0.0	1.0	128	1.0
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	21	21	2.469228259193002	3.68874873187624e-12	669394539632.158	0.0	1.0	128	1.0
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	22	22	2.529945115165543	7.929198428121497e-12	319066944546.7404	0.0	1.0	128	1.0
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	23	23	2.5300785190206367	4.919602144358094e-12	514285189082.24835	0.0	1.0	128	1.0
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	24	24	2.530211922880852	3.885594418727131e-12	651177567758.0153	0.0	1.0	128	1.0
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	25	25	2.5038871003289014	3.803142206683546e-12	658373251446.8256	0.0	1.0	128	1.0
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	26	26	2.504020504194928	6.491707321827772e-12	385726031698.2234	0.0	1.0	128	1.0
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	27	27	2.5041539080567308	8.012151074451852e-12	312544519541.28326	0.0	1.0	128	1.0
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	28	28	2.7252180253842098	5.0167111889423964e-12	543228007901.07465	0.0	1.0	128	1.0
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	29	29	2.725351429237993	1.316625217960217e-12	2069952323608.2676	0.0	1.0	128	1.0
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	30	30	2.7254848331046406	3.952444379469683e-12	689569433857.6198	0.0	1.0	128	1.0
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	31	31	2.2456547284155235	3.628652595337474e-12	618867381049.6515	0.0	1.0	128	1.0
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	32	32	2.245788132275133	4.192794734826513e-12	535630355004.2638	0.0	1.0	128	1.0
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	33	33	2.2459215361375824	3.8659386872842105e-12	580951152568.6724	0.0	1.0	128	1.0
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	34	34	2.148781916590139	2.9481698733512908e-12	728852816797.677	0.0	1.0	128	1.0
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	35	35	2.148915320465759	1.148570089930525e-11	187094835509.4066	0.0	1.0	128	1.0
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	36	36	2.1490487243268657	9.661685307897832e-12	222430006343.73288	0.0	1.0	128	1.0
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	37	37	2.2988585580529195	5.926366184398576e-12	387903562912.5935	0.0	1.0	128	1.0
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	38	38	2.298991961922354	4.1845974575467976e-12	549393815115.04535	0.0	1.0	128	1.0
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	39	39	2.2991253657808692	4.0379665675724735e-12	569377018681.7191	0.0	1.0	128	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	-24	-24	-0.09849336333258774	3.297006892099948e-11	-2987356913.587002	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	-23	-23	-0.2155438388566815	4.155021163099499e-11	-5187550926.837961	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	-22	-22	-0.26095753125224697	2.5804188656021403e-11	-10112991139.96179	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	-21	-21	-0.17793271345458522	2.8921893447535672e-11	-6152180657.789755	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	-20	-20	-0.2567039948947847	2.868757838730272e-11	-8948262953.013952	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	-19	-19	-0.3438670725954826	2.7163001440195417e-11	-12659391612.24772	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	-18	-18	-0.25039817120040525	2.8472485678173563e-11	-8794390979.090227	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	-17	-17	-0.2913489197586244	2.9475176680860775e-11	-9884552106.783709	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	-16	-16	4.974056178868018	3.602231654678587e-11	138082629205.91745	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	-15	-15	2.329976397843655	2.906000691952642e-11	80178108845.46155	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	0	0	-0.14836220396290675	1.7773511194528473e-11	-8347377304.298751	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	1	1	-0.14842213874033014	1.3374911290810036e-11	-11097055936.536318	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	2	2	-0.6029114941970554	8.612170589307906e-12	-70006914975.13715	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	3	3	-0.6029714289544373	8.64044820854221e-12	-69784739680.32368	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	4	4	-0.6030313637469701	2.6474152822884006e-11	-22778117501.297928	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	5	5	-0.13751567167063378	2.8597569760302293e-11	-4808648875.525294	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	6	6	-0.13757560642454272	1.902217241398693e-11	-7232381424.709615	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	7	7	-0.13763554117945564	1.386452686769822e-11	-9927171874.874502	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	8	8	-0.19827892803169275	2.3550742936932866e-11	-8419221786.87394	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	9	9	-0.19833886280408136	1.2113595641256874e-11	-16373244466.620008	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	10	10	-0.19839879757424336	1.9646284983307585e-11	-10098540143.483229	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	11	11	-0.17200050591588997	1.2100724602583626e-11	-14214066641.85764	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	12	12	-0.17206044067248705	1.007779878705745e-11	-17073216513.65554	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	13	13	-0.17212037544126615	1.1936258809869163e-11	-14419960071.488499	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	14	14	-0.39311102366073747	1.3689372569187163e-11	-28716511415.985176	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	15	15	-0.39317095845517136	2.4856932594965716e-11	-15817356262.807762	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	16	16	-0.3932308931863984	6.843307884551574e-11	-5746210748.081312	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	17	17	0.08667268058912622	2.175368746349734e-11	3984275343.413059	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	18	18	0.08661274581759759	2.0056355157112846e-11	4318468891.237249	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	19	19	0.08655281106060167	1.9448650105608195e-11	4450324860.111673	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	20	20	0.18376589970332388	1.6712145173320463e-11	10995949221.210136	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	21	21	0.18370596494246855	1.5285714579873023e-11	12018147007.949339	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	22	22	0.18364603018211437	1.1335958310006867e-11	16200309242.49254	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	23	23	0.03390966554711136	9.11003341475471e-12	3722232839.694188	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	24	24	0.0338497307863823	2.0570912852178366e-11	1645514276.8638859	0.0	1.0	86	1.0
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	25	25	0.03378979601178031	1.1662693456921953e-11	2897254921.1370764	0.0	1.0	86	1.0
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	-12	-12	0.16711823685133337	0.15887116641404928	1.051910429207718	0.292840646545215	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	-11	-11	0.17916938539871344	0.1581575208163777	1.1328540335854826	0.2572755559835178	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	-10	-10	0.19122053389740468	0.15851156180904666	1.2063507022141475	0.22768229563964826	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	-9	-9	0.11161972715184432	0.11083680646842793	1.0070637246629748	0.3139041520347903	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	-8	-8	0.123670875659677	0.10980105439006155	1.1263177420896502	0.2600310505836555	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	-7	-7	0.1357220241656987	0.11030006970301705	1.2304799492070155	0.2185174309166813	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	-6	-6	-0.1460651092498603	0.11127961598885361	-1.3125953747404286	0.18931932899365234	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	-5	-5	-0.1340139607404756	0.09953907515287869	-1.3463452471770319	0.17819119992569232	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	-4	-4	-0.12196281223893282	0.08815476155734087	-1.3835079363194838	0.16650917556236722	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	-3	-3	-0.024102297023982477	0.026013840719843414	-0.9265182055795856	0.3541767403727919	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	-2	-2	-0.012051148517473048	0.013006920364712873	-0.9265182056597513	0.3541767403311509	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	0	0	0.3150040956331239	0.21401240385678036	1.4718964413106093	0.141048844747031	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	1	1	0.3270552441407296	0.22287149484654936	1.467461078259077	0.14225066975640416	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	2	2	0.339106392645919	0.23212164349782824	1.4608994987970252	0.14404302419835294	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	3	3	0.04077378993883177	0.04901402252100005	0.8318800996462236	0.40547662564587095	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	4	4	0.052824938442829955	0.06198798588837393	0.852180268253198	0.39411404647410975	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	5	5	0.06487608694758423	0.07497337086748439	0.8653217295278463	0.38686222747329757	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	6	6	0.11731620354604241	0.10654103396190515	1.1011363338935685	0.270837325678147	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	7	7	0.12936735202738534	0.11939235955484181	1.0835479967875297	0.2785652588743722	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	8	8	0.14141850056373384	0.13227410588817823	1.0691321601771862	0.2850101220358725	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	9	9	0.13583083146592534	0.13684504473590708	0.9925886006911026	0.32091048223314855	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	10	10	0.1478819799733022	0.14983121973151076	0.9869904298870324	0.3236473301990177	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	11	11	0.1599331284902405	0.1628207066108287	0.9822652893437562	0.32596917005583936	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	12	12	-0.007408581641294348	0.2347843305685824	-0.031554838533529146	0.9748270590671965	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	13	13	0.0046425668508322665	0.23558176401444547	0.019706817589444623	0.9842772521869543	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	14	14	0.01669371537755346	0.23709114941927026	0.07041053796585386	0.9438669039830503	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	15	15	-0.2912308084883505	0.11116456029079669	-2.6198170327532115	0.008797695500800902	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	16	16	-0.2791796599703175	0.10097481934917915	-2.7648443618887946	0.005694996081909537	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	17	17	-0.2671285114752227	0.09150206981894461	-2.9193712448668165	0.0035073825008197774	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	18	18	-0.31992604522505846	0.08438149494426302	-3.791424238648308	0.00014978584206021443	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	19	19	-0.3078748967141623	0.07248333925655975	-4.247526395333664	2.1614370653325923e-05	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	20	20	-0.2958237482171062	0.06103926775027021	-4.846449820260117	1.2569036010222363e-06	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	21	21	-0.1839883131225012	0.08430111082155274	-2.182513508178614	0.029071655414240616	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	22	22	-0.1719371645979249	0.08580784188004224	-2.003746520490398	0.045097220213505956	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	23	23	-0.1598860160969617	0.08920568439143979	-1.79232990798403	0.07308013518549317	1.0	144	0.9449341529710381
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-12	-12	0.09002921837394878	0.1269271504972359	0.7092983496537989	0.4781393523538604	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-11	-11	0.1090884594923213	0.1253399688243077	0.8703405666649991	0.3841143158915804	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-10	-10	0.12814770058707092	0.1258923955825823	1.0179145451482745	0.3087185686754521	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-9	-9	0.055554986431899794	0.08926514951758713	0.6223591931692702	0.5337057066653312	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-8	-8	0.07461422752889366	0.08704270614560296	0.857214014050537	0.3913266188846565	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-7	-7	0.09367346862396683	0.08788503679591117	1.065863678722667	0.28648526999422574	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-6	-6	-0.1811055721893747	0.1329020963809981	-1.3626991380947742	0.1729773495959731	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-5	-5	-0.16204633110328426	0.11717609130224317	-1.3829299928199783	0.1666863327528466	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-4	-4	-0.1429870900025337	0.10166949762484909	-1.4063912318141145	0.15960798250707042	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-3	-3	-0.03811848219132791	0.032838429456359605	-1.1607888325470983	0.24572778555914598	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-2	-2	-0.019059241096458804	0.0164192147277946	-1.1607888326227407	0.24572778552837693	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	0	0	0.32201218825169015	0.21876315273768324	1.4719672130425538	0.14102973159568374	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	1	1	0.34107142933384377	0.2323457347750184	1.4679478823405345	0.14211838032513496	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	2	2	0.36013067042795055	0.2462741260557992	1.4623163066117406	0.14365455203564678	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	3	3	0.06880616032057531	0.06178250289904717	1.1136836012131917	0.265414946876524	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	4	4	0.08786540141222374	0.07818530965653608	1.1238095979693856	0.2610938088553795	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	5	5	0.10692464251811201	0.09459380980409837	1.1303555987389715	0.25832641555077973	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	6	6	0.16637285170899982	0.13326798248861776	1.248408271830854	0.2118815813095355	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	7	7	0.18543209275838782	0.1496088471977333	1.239446036993441	0.21518036135244134	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	8	8	0.20449133391021668	0.16596517827290908	1.2321339695364055	0.21789904392683324	1.0	144	0.9415340023243582
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	9	9	0.20591175737364004	0.17250075893153924	1.193686095348489	0.23260078159937458	1.0	144	0.9415340023243582
