entity	month	year	pool_type	asset_class_std	engine_bucket	component_source	amount_kNIS	share_used	share_rule_used	dep_rate_annual_used	dep_rate_monthly_used	notes
HPC	2019-11	2019	background	mixed	background::mixed	bridge_adjustment::HPC_2019-01_to_2019-12	-9832.45266296476	0.14102564102564105	block_background_schedule::hpc_operator_linear_backloaded	0.09494823065440372	0.008279132077057993	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2019-12	2019	background	mixed	background::mixed	bridge_adjustment::HPC_2019-01_to_2019-12	-10726.311995961558	0.15384615384615388	block_background_schedule::hpc_operator_linear_backloaded	0.09494823065440372	0.008279132077057993	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2020-01	2020	background	mixed	background::mixed	bridge_adjustment::HPC_2020-01_to_2020-12	326.12620519198487	0.012820512820512822	block_background_schedule::hpc_operator_linear_backloaded	0.10494472594464471	0.009196600517260345	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2020-02	2020	background	mixed	background::mixed	bridge_adjustment::HPC_2020-01_to_2020-12	652.2524103839697	0.025641025641025644	block_background_schedule::hpc_operator_linear_backloaded	0.10494472594464471	0.009196600517260345	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2020-03	2020	background	mixed	background::mixed	bridge_adjustment::HPC_2020-01_to_2020-12	978.3786155759548	0.03846153846153847	block_background_schedule::hpc_operator_linear_backloaded	0.10494472594464471	0.009196600517260345	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2020-04	2020	background	mixed	background::mixed	bridge_adjustment::HPC_2020-01_to_2020-12	1304.5048207679395	0.05128205128205129	block_background_schedule::hpc_operator_linear_backloaded	0.10494472594464471	0.009196600517260345	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2020-05	2020	background	mixed	background::mixed	bridge_adjustment::HPC_2020-01_to_2020-12	1630.6310259599243	0.06410256410256411	block_background_schedule::hpc_operator_linear_backloaded	0.10494472594464471	0.009196600517260345	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2020-06	2020	background	mixed	background::mixed	bridge_adjustment::HPC_2020-01_to_2020-12	1956.7572311519095	0.07692307692307694	block_background_schedule::hpc_operator_linear_backloaded	0.10494472594464471	0.009196600517260345	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2020-07	2020	background	mixed	background::mixed	bridge_adjustment::HPC_2020-01_to_2020-12	2282.883436343894	0.08974358974358976	block_background_schedule::hpc_operator_linear_backloaded	0.10494472594464471	0.009196600517260345	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2020-08	2020	background	mixed	background::mixed	bridge_adjustment::HPC_2020-01_to_2020-12	2609.009641535879	0.10256410256410257	block_background_schedule::hpc_operator_linear_backloaded	0.10494472594464471	0.009196600517260345	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2020-09	2020	background	mixed	background::mixed	bridge_adjustment::HPC_2020-01_to_2020-12	2935.135846727864	0.1153846153846154	block_background_schedule::hpc_operator_linear_backloaded	0.10494472594464471	0.009196600517260345	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2020-10	2020	background	mixed	background::mixed	bridge_adjustment::HPC_2020-01_to_2020-12	3261.2620519198485	0.12820512820512822	block_background_schedule::hpc_operator_linear_backloaded	0.10494472594464471	0.009196600517260345	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2020-11	2020	background	mixed	background::mixed	bridge_adjustment::HPC_2020-01_to_2020-12	3587.388257111834	0.14102564102564105	block_background_schedule::hpc_operator_linear_backloaded	0.10494472594464471	0.009196600517260345	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2020-12	2020	background	mixed	background::mixed	bridge_adjustment::HPC_2020-01_to_2020-12	3913.514462303819	0.15384615384615388	block_background_schedule::hpc_operator_linear_backloaded	0.10494472594464471	0.009196600517260345	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2021-01	2021	background	mixed	background::mixed	bridge_adjustment::HPC_2021-01_to_2021-12	1166.280861544169	0.012820512820512822	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2021-02	2021	background	mixed	background::mixed	bridge_adjustment::HPC_2021-01_to_2021-12	2332.561723088338	0.025641025641025644	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2021-03	2021	background	mixed	background::mixed	bridge_adjustment::HPC_2021-01_to_2021-12	3498.8425846325076	0.03846153846153847	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2021-04	2021	background	mixed	background::mixed	bridge_adjustment::HPC_2021-01_to_2021-12	4665.123446176676	0.05128205128205129	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2021-05	2021	background	mixed	background::mixed	bridge_adjustment::HPC_2021-01_to_2021-12	5831.404307720845	0.06410256410256411	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2021-06	2021	background	mixed	background::mixed	bridge_adjustment::HPC_2021-01_to_2021-12	6997.685169265015	0.07692307692307694	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2021-07	2021	background	mixed	background::mixed	bridge_adjustment::HPC_2021-01_to_2021-12	8163.966030809183	0.08974358974358976	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2021-08	2021	background	mixed	background::mixed	bridge_adjustment::HPC_2021-01_to_2021-12	9330.246892353352	0.10256410256410257	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2021-09	2021	background	mixed	background::mixed	bridge_adjustment::HPC_2021-01_to_2021-12	10496.527753897522	0.1153846153846154	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2021-10	2021	background	mixed	background::mixed	bridge_adjustment::HPC_2021-01_to_2021-12	11662.80861544169	0.12820512820512822	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2021-11	2021	background	mixed	background::mixed	bridge_adjustment::HPC_2021-01_to_2021-12	12829.08947698586	0.14102564102564105	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2021-12	2021	background	mixed	background::mixed	bridge_adjustment::HPC_2021-01_to_2021-12	13995.37033853003	0.15384615384615388	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2022-01	2022	background	mixed	background::mixed	bridge_adjustment::HPC_2022-01_to_2022-12	1352.666889546796	0.012820512820512822	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2022-02	2022	background	mixed	background::mixed	bridge_adjustment::HPC_2022-01_to_2022-12	2705.333779093592	0.025641025641025644	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2022-03	2022	background	mixed	background::mixed	bridge_adjustment::HPC_2022-01_to_2022-12	4058.000668640389	0.03846153846153847	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2022-04	2022	background	mixed	background::mixed	bridge_adjustment::HPC_2022-01_to_2022-12	5410.667558187184	0.05128205128205129	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2022-05	2022	background	mixed	background::mixed	bridge_adjustment::HPC_2022-01_to_2022-12	6763.334447733981	0.06410256410256411	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2022-06	2022	background	mixed	background::mixed	bridge_adjustment::HPC_2022-01_to_2022-12	8116.001337280778	0.07692307692307694	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2022-07	2022	background	mixed	background::mixed	bridge_adjustment::HPC_2022-01_to_2022-12	9468.668226827573	0.08974358974358976	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2022-08	2022	background	mixed	background::mixed	bridge_adjustment::HPC_2022-01_to_2022-12	10821.335116374368	0.10256410256410257	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2022-09	2022	background	mixed	background::mixed	bridge_adjustment::HPC_2022-01_to_2022-12	12174.002005921166	0.1153846153846154	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2022-10	2022	background	mixed	background::mixed	bridge_adjustment::HPC_2022-01_to_2022-12	13526.668895467961	0.12820512820512822	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2022-11	2022	background	mixed	background::mixed	bridge_adjustment::HPC_2022-01_to_2022-12	14879.335785014759	0.14102564102564105	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2022-12	2022	background	mixed	background::mixed	bridge_adjustment::HPC_2022-01_to_2022-12	16232.002674561556	0.15384615384615388	block_background_schedule::hpc_operator_linear_backloaded	0.11282054452082761	0.00992607472839413	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2023-01	2023	background	mixed	background::mixed	bridge_adjustment::HPC_2023-01_to_2023-12	586.7313448093176	0.012820512820512822	block_background_schedule::hpc_operator_linear_backloaded	0.04989088721123066	0.0042557888066017124	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2023-02	2023	background	mixed	background::mixed	bridge_adjustment::HPC_2023-01_to_2023-12	1173.4626896186353	0.025641025641025644	block_background_schedule::hpc_operator_linear_backloaded	0.04989088721123066	0.0042557888066017124	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2023-03	2023	background	mixed	background::mixed	bridge_adjustment::HPC_2023-01_to_2023-12	1760.194034427953	0.03846153846153847	block_background_schedule::hpc_operator_linear_backloaded	0.04989088721123066	0.0042557888066017124	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2023-04	2023	background	mixed	background::mixed	bridge_adjustment::HPC_2023-01_to_2023-12	2346.9253792372706	0.05128205128205129	block_background_schedule::hpc_operator_linear_backloaded	0.04989088721123066	0.0042557888066017124	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2023-05	2023	background	mixed	background::mixed	bridge_adjustment::HPC_2023-01_to_2023-12	2933.656724046588	0.06410256410256411	block_background_schedule::hpc_operator_linear_backloaded	0.04989088721123066	0.0042557888066017124	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2023-06	2023	background	mixed	background::mixed	bridge_adjustment::HPC_2023-01_to_2023-12	3520.388068855906	0.07692307692307694	block_background_schedule::hpc_operator_linear_backloaded	0.04989088721123066	0.0042557888066017124	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2023-07	2023	background	mixed	background::mixed	bridge_adjustment::HPC_2023-01_to_2023-12	4107.119413665224	0.08974358974358976	block_background_schedule::hpc_operator_linear_backloaded	0.04989088721123066	0.0042557888066017124	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2023-08	2023	background	mixed	background::mixed	bridge_adjustment::HPC_2023-01_to_2023-12	4693.850758474541	0.10256410256410257	block_background_schedule::hpc_operator_linear_backloaded	0.04989088721123066	0.0042557888066017124	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2023-09	2023	background	mixed	background::mixed	bridge_adjustment::HPC_2023-01_to_2023-12	5280.5821032838585	0.1153846153846154	block_background_schedule::hpc_operator_linear_backloaded	0.04989088721123066	0.0042557888066017124	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2023-10	2023	background	mixed	background::mixed	bridge_adjustment::HPC_2023-01_to_2023-12	5867.313448093176	0.12820512820512822	block_background_schedule::hpc_operator_linear_backloaded	0.04989088721123066	0.0042557888066017124	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2023-11	2023	background	mixed	background::mixed	bridge_adjustment::HPC_2023-01_to_2023-12	6454.044792902494	0.14102564102564105	block_background_schedule::hpc_operator_linear_backloaded	0.04989088721123066	0.0042557888066017124	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2023-12	2023	background	mixed	background::mixed	bridge_adjustment::HPC_2023-01_to_2023-12	7040.776137711812	0.15384615384615388	block_background_schedule::hpc_operator_linear_backloaded	0.04989088721123066	0.0042557888066017124	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2024-01	2024	background	mixed	background::mixed	bridge_adjustment::HPC_2024-01_to_2024-12	-504.8730025051223	0.012820512820512822	block_background_schedule::hpc_operator_linear_backloaded	0.07243710436350158	0.006246631068297037	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2024-02	2024	background	mixed	background::mixed	bridge_adjustment::HPC_2024-01_to_2024-12	-1009.7460050102446	0.025641025641025644	block_background_schedule::hpc_operator_linear_backloaded	0.07243710436350158	0.006246631068297037	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2024-03	2024	background	mixed	background::mixed	bridge_adjustment::HPC_2024-01_to_2024-12	-1514.619007515367	0.03846153846153847	block_background_schedule::hpc_operator_linear_backloaded	0.07243710436350158	0.006246631068297037	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2024-04	2024	background	mixed	background::mixed	bridge_adjustment::HPC_2024-01_to_2024-12	-2019.4920100204893	0.05128205128205129	block_background_schedule::hpc_operator_linear_backloaded	0.07243710436350158	0.006246631068297037	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2024-05	2024	background	mixed	background::mixed	bridge_adjustment::HPC_2024-01_to_2024-12	-2524.3650125256117	0.06410256410256411	block_background_schedule::hpc_operator_linear_backloaded	0.07243710436350158	0.006246631068297037	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2024-06	2024	background	mixed	background::mixed	bridge_adjustment::HPC_2024-01_to_2024-12	-3029.238015030734	0.07692307692307694	block_background_schedule::hpc_operator_linear_backloaded	0.07243710436350158	0.006246631068297037	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2024-07	2024	background	mixed	background::mixed	bridge_adjustment::HPC_2024-01_to_2024-12	-3534.1110175358563	0.08974358974358976	block_background_schedule::hpc_operator_linear_backloaded	0.07243710436350158	0.006246631068297037	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2024-08	2024	background	mixed	background::mixed	bridge_adjustment::HPC_2024-01_to_2024-12	-4038.9840200409785	0.10256410256410257	block_background_schedule::hpc_operator_linear_backloaded	0.07243710436350158	0.006246631068297037	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2024-09	2024	background	mixed	background::mixed	bridge_adjustment::HPC_2024-01_to_2024-12	-4543.857022546101	0.1153846153846154	block_background_schedule::hpc_operator_linear_backloaded	0.07243710436350158	0.006246631068297037	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2024-10	2024	background	mixed	background::mixed	bridge_adjustment::HPC_2024-01_to_2024-12	-5048.7300250512235	0.12820512820512822	block_background_schedule::hpc_operator_linear_backloaded	0.07243710436350158	0.006246631068297037	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2024-11	2024	background	mixed	background::mixed	bridge_adjustment::HPC_2024-01_to_2024-12	-5553.603027556345	0.14102564102564105	block_background_schedule::hpc_operator_linear_backloaded	0.07243710436350158	0.006246631068297037	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
HPC	2024-12	2024	background	mixed	background::mixed	bridge_adjustment::HPC_2024-01_to_2024-12	-6058.476030061468	0.15384615384615388	block_background_schedule::hpc_operator_linear_backloaded	0.07243710436350158	0.006246631068297037	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
IPC	2019-01	2019	background	mixed	background::mixed	bridge_adjustment::IPC_2019-01_to_2019-12	3456.745240131795	0.012820512820512808	block_background_schedule::exact	0.061074275050403456	0.00523780984113309	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
IPC	2019-02	2019	background	mixed	background::mixed	bridge_adjustment::IPC_2019-01_to_2019-12	6913.49048026359	0.025641025641025616	block_background_schedule::exact	0.061074275050403456	0.00523780984113309	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
IPC	2019-03	2019	background	mixed	background::mixed	bridge_adjustment::IPC_2019-01_to_2019-12	10370.235720395385	0.03846153846153843	block_background_schedule::exact	0.061074275050403456	0.00523780984113309	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
IPC	2019-04	2019	background	mixed	background::mixed	bridge_adjustment::IPC_2019-01_to_2019-12	13826.98096052718	0.05128205128205123	block_background_schedule::exact	0.061074275050403456	0.00523780984113309	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
IPC	2019-05	2019	background	mixed	background::mixed	bridge_adjustment::IPC_2019-01_to_2019-12	17283.726200659003	0.06410256410256414	block_background_schedule::exact	0.061074275050403456	0.00523780984113309	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
IPC	2019-06	2019	background	mixed	background::mixed	bridge_adjustment::IPC_2019-01_to_2019-12	20740.4714407908	0.07692307692307696	block_background_schedule::exact	0.061074275050403456	0.00523780984113309	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
IPC	2019-07	2019	background	mixed	background::mixed	bridge_adjustment::IPC_2019-01_to_2019-12	24197.216680922593	0.08974358974358976	block_background_schedule::exact	0.061074275050403456	0.00523780984113309	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
IPC	2019-08	2019	background	mixed	background::mixed	bridge_adjustment::IPC_2019-01_to_2019-12	27653.96192105439	0.10256410256410257	block_background_schedule::exact	0.061074275050403456	0.00523780984113309	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
IPC	2019-09	2019	background	mixed	background::mixed	bridge_adjustment::IPC_2019-01_to_2019-12	31110.707161186183	0.11538461538461538	block_background_schedule::exact	0.061074275050403456	0.00523780984113309	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
IPC	2019-10	2019	background	mixed	background::mixed	bridge_adjustment::IPC_2019-01_to_2019-12	34567.452401318005	0.12820512820512828	block_background_schedule::exact	0.061074275050403456	0.00523780984113309	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
IPC	2019-11	2019	background	mixed	background::mixed	bridge_adjustment::IPC_2019-01_to_2019-12	38024.1976414498	0.14102564102564108	block_background_schedule::exact	0.061074275050403456	0.00523780984113309	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
IPC	2019-12	2019	background	mixed	background::mixed	bridge_adjustment::IPC_2019-01_to_2019-12	41480.9428815816	0.1538461538461539	block_background_schedule::exact	0.061074275050403456	0.00523780984113309	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
IPC	2020-01	2020	background	mixed	background::mixed	bridge_adjustment::IPC_2020-01_to_2020-12	1753.8615790514157	0.012820512820512808	block_background_schedule::exact	0.02763790651815093	0.0023328596213619823	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
IPC	2020-02	2020	background	mixed	background::mixed	bridge_adjustment::IPC_2020-01_to_2020-12	3507.7231581028313	0.025641025641025616	block_background_schedule::exact	0.02763790651815093	0.0023328596213619823	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
IPC	2020-03	2020	background	mixed	background::mixed	bridge_adjustment::IPC_2020-01_to_2020-12	5261.584737154248	0.03846153846153843	block_background_schedule::exact	0.02763790651815093	0.0023328596213619823	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
IPC	2020-04	2020	background	mixed	background::mixed	bridge_adjustment::IPC_2020-01_to_2020-12	7015.446316205663	0.05128205128205123	block_background_schedule::exact	0.02763790651815093	0.0023328596213619823	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
IPC	2020-05	2020	background	mixed	background::mixed	bridge_adjustment::IPC_2020-01_to_2020-12	8769.307895257092	0.06410256410256414	block_background_schedule::exact	0.02763790651815093	0.0023328596213619823	Smooth bridge adjustment added only to the background margin so the monthly path lands on the next hard annual stock anchor without a December-only stock plug.
