port	terminal	year	month	month_index	quarter	L_hours_i_m	TEU_i_m	share_i_p_q	Pi_teu_per_hour_i_y
Ashdod	Ashdod-HCT	2024	8	24296	Q3	1118.7864898109551	73926.59071710799	0.1377685875034361	61.0
Ashdod	Ashdod-HCT	2024	9	24297	Q3	1118.7864898109551	68674.85574663429	0.1377685875034361	61.0
Ashdod	Ashdod-HCT	2024	10	24298	Q4	999.0062854639158	58026.64067054409	0.1275409147097282	61.0
Ashdod	Ashdod-HCT	2024	11	24299	Q4	999.0062854639158	66842.59019000847	0.1275409147097282	61.0
Ashdod	Ashdod-HCT	2024	12	24300	Q4	999.0062854639158	62525.51913944745	0.1275409147097282	61.0
Ashdod	Ashdod-Legacy	2018	1	24217	Q1	2944.6411283756097	121784.0	0.3333333333333333	41.0
Ashdod	Ashdod-Legacy	2018	2	24218	Q1	2944.6411283756097	108885.0	0.3333333333333333	41.0
Ashdod	Ashdod-Legacy	2018	3	24219	Q1	2944.6411283756097	122666.0	0.3333333333333333	41.0
Ashdod	Ashdod-Legacy	2018	4	24220	Q2	3007.98648357777	117145.0	0.3333333333333333	41.0
Ashdod	Ashdod-Legacy	2018	5	24221	Q2	3007.98648357777	109438.0	0.3333333333333333	41.0
Ashdod	Ashdod-Legacy	2018	6	24222	Q2	3007.98648357777	132217.0	0.3333333333333333	41.0
Ashdod	Ashdod-Legacy	2018	7	24223	Q3	3028.1183638244293	142318.0	0.3333333333333333	41.0
Ashdod	Ashdod-Legacy	2018	8	24224	Q3	3028.1183638244293	136641.0	0.3333333333333333	41.0
Ashdod	Ashdod-Legacy	2018	9	24225	Q3	3028.1183638244293	95956.0	0.3333333333333333	41.0
Ashdod	Ashdod-Legacy	2018	10	24226	Q4	3029.0995526774736	137108.0	0.3333333333333333	41.0
Ashdod	Ashdod-Legacy	2018	11	24227	Q4	3029.0995526774736	130572.0	0.3333333333333333	41.0
Ashdod	Ashdod-Legacy	2018	12	24228	Q4	3029.0995526774736	122481.0	0.3333333333333333	41.0
Ashdod	Ashdod-Legacy	2019	1	24229	Q1	2955.5498509479307	122983.0	0.3333333333333333	42.0
Ashdod	Ashdod-Legacy	2019	2	24230	Q1	2955.5498509479307	134800.0	0.3333333333333333	42.0
Ashdod	Ashdod-Legacy	2019	3	24231	Q1	2955.5498509479307	117963.0	0.3333333333333333	42.0
Ashdod	Ashdod-Legacy	2019	4	24232	Q2	3110.9009540512707	134523.0	0.3333333333333333	42.0
Ashdod	Ashdod-Legacy	2019	5	24233	Q2	3110.9009540512707	129557.0	0.3333333333333333	42.0
Ashdod	Ashdod-Legacy	2019	6	24234	Q2	3110.9009540512707	138893.0	0.3333333333333333	42.0
Ashdod	Ashdod-Legacy	2019	7	24235	Q3	3244.768891659122	149568.0	0.3333333333333333	42.0
Ashdod	Ashdod-Legacy	2019	8	24236	Q3	3244.768891659122	132240.0	0.3333333333333333	42.0
Ashdod	Ashdod-Legacy	2019	9	24237	Q3	3244.768891659122	127738.0	0.3333333333333333	42.0
Ashdod	Ashdod-Legacy	2019	10	24238	Q4	2891.923160484535	113143.0	0.3333333333333333	42.0
Ashdod	Ashdod-Legacy	2019	11	24239	Q4	2891.923160484535	119108.0	0.3333333333333333	42.0
Ashdod	Ashdod-Legacy	2019	12	24240	Q4	2891.923160484535	117080.0	0.3333333333333333	42.0
Ashdod	Ashdod-Legacy	2020	1	24241	Q1	3177.832503248949	118457.0	0.3333333333333333	39.0
Ashdod	Ashdod-Legacy	2020	2	24242	Q1	3177.832503248949	125794.0	0.3333333333333333	39.0
Ashdod	Ashdod-Legacy	2020	3	24243	Q1	3177.832503248949	119175.0	0.3333333333333333	39.0
Ashdod	Ashdod-Legacy	2020	4	24244	Q2	3328.4624153558893	114099.0	0.3333333333333333	39.0
Ashdod	Ashdod-Legacy	2020	5	24245	Q2	3328.4624153558893	121426.0	0.3333333333333333	39.0
Ashdod	Ashdod-Legacy	2020	6	24246	Q2	3328.4624153558893	136483.0	0.3333333333333333	39.0
Ashdod	Ashdod-Legacy	2020	7	24247	Q3	3461.4382537092774	143321.0	0.3333333333333333	39.0
Ashdod	Ashdod-Legacy	2020	8	24248	Q3	3461.4382537092774	145353.0	0.3333333333333333	39.0
Ashdod	Ashdod-Legacy	2020	9	24249	Q3	3461.4382537092774	136085.0	0.3333333333333333	39.0
Ashdod	Ashdod-Legacy	2020	10	24250	Q4	3574.9933234123782	144608.0	0.3333333333333333	39.0
Ashdod	Ashdod-Legacy	2020	11	24251	Q4	3574.9933234123782	138073.0	0.3333333333333333	39.0
Ashdod	Ashdod-Legacy	2020	12	24252	Q4	3574.9933234123782	141625.0	0.3333333333333333	39.0
Ashdod	Ashdod-Legacy	2021	1	24253	Q1	3533.370792343458	133397.0	0.3333333333333333	39.0
Ashdod	Ashdod-Legacy	2021	2	24254	Q1	3533.370792343458	119323.0	0.3333333333333333	39.0
Ashdod	Ashdod-Legacy	2021	3	24255	Q1	3533.370792343458	136831.0	0.3333333333333333	39.0
Ashdod	Ashdod-Legacy	2021	4	24256	Q2	3510.538025282764	130945.0	0.3333333333333333	39.0
Ashdod	Ashdod-Legacy	2021	5	24257	Q2	3510.538025282764	139946.0	0.3333333333333333	39.0
Ashdod	Ashdod-Legacy	2021	6	24258	Q2	3510.538025282764	145913.0	0.3333333333333333	39.0
Ashdod	Ashdod-Legacy	2021	7	24259	Q3	3369.4560512810585	150512.0	0.3263870914139816	39.0
Ashdod	Ashdod-Legacy	2021	8	24260	Q3	3369.4560512810585	156508.39390428414	0.3263870914139816	39.0
Ashdod	Ashdod-Legacy	2021	9	24261	Q3	3369.4560512810585	115136.62593488795	0.3263870914139816	39.0
Ashdod	Ashdod-Legacy	2021	10	24262	Q4	3483.5980369813697	126238.85545331152	0.3207216192053087	39.0
Ashdod	Ashdod-Legacy	2021	11	24263	Q4	3483.5980369813697	144855.11685164014	0.3207216192053087	39.0
Ashdod	Ashdod-Legacy	2021	12	24264	Q4	3483.5980369813697	126338.66784484846	0.3207216192053087	39.0
Ashdod	Ashdod-Legacy	2022	1	24265	Q1	3557.1813492692486	108995.05596549725	0.3155479345339068	37.0
Ashdod	Ashdod-Legacy	2022	2	24266	Q1	3557.1813492692486	120460.8438246307	0.3155479345339068	37.0
Ashdod	Ashdod-Legacy	2022	3	24267	Q1	3557.1813492692486	131043.1002098721	0.3155479345339068	37.0
Ashdod	Ashdod-Legacy	2022	4	24268	Q2	3585.224499427655	120609.27865165002	0.3112206238901434	37.0
Ashdod	Ashdod-Legacy	2022	5	24269	Q2	3585.224499427655	135111.43175046414	0.3112206238901434	37.0
Ashdod	Ashdod-Legacy	2022	6	24270	Q2	3585.224499427655	118458.28959788584	0.3112206238901434	37.0
Ashdod	Ashdod-Legacy	2022	7	24271	Q3	3048.861004553992	126433.35398001036	0.2870669016298655	37.0
Ashdod	Ashdod-Legacy	2022	8	24272	Q3	3048.861004553992	140344.5652539633	0.2870669016298655	37.0
Ashdod	Ashdod-Legacy	2022	9	24273	Q3	3048.861004553992	107567.0807660264	0.2870669016298655	37.0
Ashdod	Ashdod-Legacy	2022	10	24274	Q4	2700.9763899923464	101298.71977163918	0.2817189865881742	37.0
Ashdod	Ashdod-Legacy	2022	11	24275	Q4	2700.9763899923464	103056.12515414009	0.2817189865881742	37.0
Ashdod	Ashdod-Legacy	2022	12	24276	Q4	2700.9763899923464	117661.15507422076	0.2817189865881742	37.0
Ashdod	Ashdod-Legacy	2023	1	24277	Q1	3104.3255288607165	111711.49003349197	0.2580572856475657	35.0
Ashdod	Ashdod-Legacy	2023	2	24278	Q1	3104.3255288607165	88098.47993356232	0.2580572856475657	35.0
Ashdod	Ashdod-Legacy	2023	3	24279	Q1	3104.3255288607165	102981.03003294575	0.2580572856475657	35.0
Ashdod	Ashdod-Legacy	2023	4	24280	Q2	2550.049972476774	79741.04673261712	0.2195822771443634	35.0
Ashdod	Ashdod-Legacy	2023	5	24281	Q2	2550.049972476774	99467.60432582878	0.2195822771443634	35.0
Ashdod	Ashdod-Legacy	2023	6	24282	Q2	2550.049972476774	111397.3489415541	0.2195822771443634	35.0
Ashdod	Ashdod-Legacy	2023	7	24283	Q3	2620.8798173137316	104191.45058455548	0.2199906353390744	35.0
Ashdod	Ashdod-Legacy	2023	8	24284	Q3	2620.8798173137316	97229.7546949254	0.2199906353390744	35.0
Ashdod	Ashdod-Legacy	2023	9	24285	Q3	2620.8798173137316	87172.79472051914	0.2199906353390744	35.0
Ashdod	Ashdod-Legacy	2023	10	24286	Q4	2410.887538491636	71752.00068759732	0.2443556988107898	35.0
Ashdod	Ashdod-Legacy	2023	11	24287	Q4	2410.887538491636	81739.55933007646	0.2443556988107898	35.0
Ashdod	Ashdod-Legacy	2023	12	24288	Q4	2410.887538491636	86562.43998232619	0.2443556988107898	35.0
Ashdod	Ashdod-Legacy	2024	1	24289	Q1	2810.2754861735643	84829.15896661587	0.2444966495669143	38.0
Ashdod	Ashdod-Legacy	2024	2	24290	Q1	2810.2754861735643	102289.59938954988	0.2444966495669143	38.0
Ashdod	Ashdod-Legacy	2024	3	24291	Q1	2810.2754861735643	93806.24164383426	0.2444966495669143	38.0
Ashdod	Ashdod-Legacy	2024	4	24292	Q2	2280.0099855534804	92261.42604953454	0.1955009100137284	38.0
Ashdod	Ashdod-Legacy	2024	5	24293	Q2	2280.0099855534804	88738.93869496687	0.1955009100137284	38.0
Ashdod	Ashdod-Legacy	2024	6	24294	Q2	2280.0099855534804	81310.6352554986	0.1955009100137284	38.0
Ashdod	Ashdod-Legacy	2024	7	24295	Q3	2503.7924363873844	97607.18530086726	0.1955647458298972	38.0
Ashdod	Ashdod-Legacy	2024	8	24296	Q3	2503.7924363873844	102711.06515239328	0.1955647458298972	38.0
Ashdod	Ashdod-Legacy	2024	9	24297	Q3	2503.7924363873844	109511.74954673943	0.1955647458298972	38.0
Ashdod	Ashdod-Legacy	2024	10	24298	Q4	2541.316828727676	82504.20729859345	0.2057924186236051	38.0
Ashdod	Ashdod-Legacy	2024	11	24299	Q4	2541.316828727676	89868.05550090571	0.2057924186236051	38.0
Ashdod	Ashdod-Legacy	2024	12	24300	Q4	2541.316828727676	129996.73720050084	0.2057924186236051	38.0
Haifa	Haifa-Bayport	2018	1	24217	Q1	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2018	2	24218	Q1	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2018	3	24219	Q1	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2018	4	24220	Q2	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2018	5	24221	Q2	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2018	6	24222	Q2	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2018	7	24223	Q3	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2018	8	24224	Q3	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2018	9	24225	Q3	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2018	10	24226	Q4	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2018	11	24227	Q4	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2018	12	24228	Q4	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2019	1	24229	Q1	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2019	2	24230	Q1	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2019	3	24231	Q1	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2019	4	24232	Q2	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2019	5	24233	Q2	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2019	6	24234	Q2	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2019	7	24235	Q3	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2019	8	24236	Q3	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2019	9	24237	Q3	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2019	10	24238	Q4	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2019	11	24239	Q4	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2019	12	24240	Q4	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2020	1	24241	Q1	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2020	2	24242	Q1	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2020	3	24243	Q1	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2020	4	24244	Q2	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2020	5	24245	Q2	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2020	6	24246	Q2	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2020	7	24247	Q3	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2020	8	24248	Q3	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2020	9	24249	Q3	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2020	10	24250	Q4	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2020	11	24251	Q4	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2020	12	24252	Q4	0.0	0.0	0.0	
Haifa	Haifa-Bayport	2021	1	24253	Q1	0.0	0.0	0.0	43.16326530612245
Haifa	Haifa-Bayport	2021	2	24254	Q1	0.0	0.0	0.0	43.16326530612245
Haifa	Haifa-Bayport	2021	3	24255	Q1	0.0	0.0	0.0	43.16326530612245
Haifa	Haifa-Bayport	2021	4	24256	Q2	0.0	0.0	0.0	43.16326530612245
Haifa	Haifa-Bayport	2021	5	24257	Q2	0.0	0.0	0.0	43.16326530612245
Haifa	Haifa-Bayport	2021	6	24258	Q2	0.0	0.0	0.0	43.16326530612245
Haifa	Haifa-Bayport	2021	7	24259	Q3	55.33518376668972	2987.129831858349	0.0066649461979511	43.16326530612245
Haifa	Haifa-Bayport	2021	8	24260	Q3	55.33518376668972	3329.5585114437317	0.0066649461979511	43.16326530612245
Haifa	Haifa-Bayport	2021	9	24261	Q3	55.33518376668972	811.4743729862299	0.0066649461979511	43.16326530612245
Haifa	Haifa-Bayport	2021	10	24262	Q4	199.38922502044775	7790.5743704944	0.0228422068933838	43.16326530612245
Haifa	Haifa-Bayport	2021	11	24263	Q4	199.38922502044775	8394.25039455797	0.0228422068933838	43.16326530612245
Haifa	Haifa-Bayport	2021	12	24264	Q4	199.38922502044775	9671.224227932527	0.0228422068933838	43.16326530612245
Haifa	Haifa-Bayport	2022	1	24265	Q1	504.02463675491975	13679.40583010369	0.042260442563055	43.16326530612245
Haifa	Haifa-Bayport	2022	2	24266	Q1	504.02463675491975	15643.476478687957	0.042260442563055	43.16326530612245
Haifa	Haifa-Bayport	2022	3	24267	Q1	504.02463675491975	22145.86769120836	0.042260442563055	43.16326530612245
Haifa	Haifa-Bayport	2022	4	24268	Q2	866.6407682067698	25458.88733536371	0.0812709231454151	43.16326530612245
Haifa	Haifa-Bayport	2022	5	24269	Q2	866.6407682067698	41011.34850556796	0.0812709231454151	43.16326530612245
Haifa	Haifa-Bayport	2022	6	24270	Q2	866.6407682067698	36122.764159068334	0.0812709231454151	43.16326530612245
Haifa	Haifa-Bayport	2022	7	24271	Q3	961.8967026383502	37239.26695254127	0.11354675387913	43.16326530612245
Haifa	Haifa-Bayport	2022	8	24272	Q3	961.8967026383502	40687.851388884184	0.11354675387913	43.16326530612245
Haifa	Haifa-Bayport	2022	9	24273	Q3	961.8967026383502	46071.131658574544	0.11354675387913	43.16326530612245
Haifa	Haifa-Bayport	2022	10	24274	Q4	1144.2234321950748	46692.095025774535	0.1738648612412501	43.16326530612245
Haifa	Haifa-Bayport	2022	11	24275	Q4	1144.2234321950748	60663.72079162487	0.1738648612412501	43.16326530612245
Haifa	Haifa-Bayport	2022	12	24276	Q4	1144.2234321950748	64792.434182600584	0.1738648612412501	43.16326530612245
Haifa	Haifa-Bayport	2023	1	24277	Q1	1467.845745907903	75622.7738982689	0.1886772896723044	45.0
Haifa	Haifa-Bayport	2023	2	24278	Q1	1467.845745907903	64617.65626451731	0.1886772896723044	45.0
Haifa	Haifa-Bayport	2023	3	24279	Q1	1467.845745907903	81845.56983721378	0.1886772896723044	45.0
Haifa	Haifa-Bayport	2023	4	24280	Q2	1741.7686949252711	83518.4566759978	0.1824293570667355	45.0
Haifa	Haifa-Bayport	2023	5	24281	Q2	1741.7686949252711	75948.70288769313	0.1824293570667355	45.0
Haifa	Haifa-Bayport	2023	6	24282	Q2	1741.7686949252711	72099.59043630908	0.1824293570667355	45.0
Haifa	Haifa-Bayport	2023	7	24283	Q3	1667.653020274881	76902.75472794333	0.1824606221942634	45.0
Haifa	Haifa-Bayport	2023	8	24284	Q3	1667.653020274881	63492.565469934554	0.1824606221942634	45.0
Haifa	Haifa-Bayport	2023	9	24285	Q3	1667.653020274881	73659.1798021221	0.1824606221942634	45.0
Haifa	Haifa-Bayport	2023	10	24286	Q4	1143.4084648178705	57417.65389324739	0.142929058583733	45.0
Haifa	Haifa-Bayport	2023	11	24287	Q4	1143.4084648178705	47528.52944275424	0.142929058583733	45.0
Haifa	Haifa-Bayport	2023	12	24288	Q4	1143.4084648178705	40137.81666399835	0.142929058583733	45.0
Haifa	Haifa-Bayport	2024	1	24289	Q1	949.3748919995878	44581.67264497108	0.1641056393920661	50.0
Haifa	Haifa-Bayport	2024	2	24290	Q1	949.3748919995878	51982.82909999885	0.1641056393920661	50.0
Haifa	Haifa-Bayport	2024	3	24291	Q1	949.3748919995878	63318.248255030056	0.1641056393920661	50.0
Haifa	Haifa-Bayport	2024	4	24292	Q2	864.69637814917	37713.204573920186	0.1576774349831056	50.0
Haifa	Haifa-Bayport	2024	5	24293	Q2	864.69637814917	58783.48316306416	0.1576774349831056	50.0
Haifa	Haifa-Bayport	2024	6	24294	Q2	864.69637814917	36290.81226301566	0.1576774349831056	50.0
Haifa	Haifa-Bayport	2024	7	24295	Q3	904.7348868045488	39325.02280824429	0.142740009396689	50.0
Haifa	Haifa-Bayport	2024	8	24296	Q3	904.7348868045488	45611.47304324339	0.142740009396689	50.0
Haifa	Haifa-Bayport	2024	9	24297	Q3	904.7348868045488	44410.25414851232	0.142740009396689	50.0
Haifa	Haifa-Bayport	2024	10	24298	Q4	1036.287176380027	48372.723573660136	0.155128179783376	50.0
Haifa	Haifa-Bayport	2024	11	24299	Q4	1036.287176380027	45819.6601135926	0.155128179783376	50.0
Haifa	Haifa-Bayport	2024	12	24300	Q4	1036.287176380027	47054.61631274726	0.155128179783376	50.0
Haifa	Haifa-Legacy	2018	1	24217	Q1	2328.0509464562333	112403.0	0.3333333333333333	54.0
Haifa	Haifa-Legacy	2018	2	24218	Q1	2328.0509464562333	112638.0	0.3333333333333333	54.0
Haifa	Haifa-Legacy	2018	3	24219	Q1	2328.0509464562333	126799.0	0.3333333333333333	54.0
Haifa	Haifa-Legacy	2018	4	24220	Q2	2443.263640406322	130683.0	0.3333333333333333	54.0
Haifa	Haifa-Legacy	2018	5	24221	Q2	2443.263640406322	127879.0	0.3333333333333333	54.0
Haifa	Haifa-Legacy	2018	6	24222	Q2	2443.263640406322	131558.0	0.3333333333333333	54.0
Haifa	Haifa-Legacy	2018	7	24223	Q3	2083.374379524898	135914.0	0.3333333333333333	54.0
Haifa	Haifa-Legacy	2018	8	24224	Q3	2083.374379524898	127701.0	0.3333333333333333	54.0
Haifa	Haifa-Legacy	2018	9	24225	Q3	2083.374379524898	111052.0	0.3333333333333333	54.0
Haifa	Haifa-Legacy	2018	10	24226	Q4	2214.1381941063732	121552.0	0.3333333333333333	54.0
Haifa	Haifa-Legacy	2018	11	24227	Q4	2214.1381941063732	119024.0	0.3333333333333333	54.0
Haifa	Haifa-Legacy	2018	12	24228	Q4	2214.1381941063732	111947.0	0.3333333333333333	54.0
Haifa	Haifa-Legacy	2019	1	24229	Q1	2148.707040602077	123013.0	0.3333333333333333	56.0
Haifa	Haifa-Legacy	2019	2	24230	Q1	2148.707040602077	106443.0	0.3333333333333333	56.0
