entity	port	terminal	year	quarter	quarter_index	t_index	LP	log_LP	K	L	KL	log_KL	n_months_in_quarter	month_index_min	month_index_max	lp_freq	kl_freq	source_lp	source_kl	lp_source_file	kl_source_file
Haifa--Bayport	Haifa	Haifa-Bayport	2024	Q1	20241	11	54.30998275974878	3.994708054605142	1504892.5777541727	1094.5941882232846	1404.6468918135643	7.236432272273858	3	24289	24291	Q	Qmean_from_M	Haifa_SIPG_Q	Haifa_Bayport_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Bayport	Haifa	Haifa-Bayport	2024	Q2	20242	12	52.285212053078	3.9567135787576952	1470908.068330393	909.8324427195112	1695.3345207092343	7.4131032726785255	3	24292	24294	Q	Qmean_from_M	Haifa_SIPG_Q	Haifa_Bayport_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Bayport	Haifa	Haifa-Bayport	2024	Q3	20243	13	44.395195477206855	3.793131253610239	1437691.0202509293	828.5950366957709	1742.8883296041213	7.46085232144097	3	24295	24297	Q	Qmean_from_M	Haifa_SIPG_Q	Haifa_Bayport_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Bayport	Haifa	Haifa-Bayport	2024	Q4	20244	14	49.00960970996639	3.89201639541222	1405224.102180859	922.0716656947667	1524.626931572319	7.329310145071776	3	24298	24300	Q	Qmean_from_M	Haifa_SIPG_Q	Haifa_Bayport_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Legacy	Haifa	Haifa-Legacy	2021	Q3	20213	1	0.3690441256347883	-0.9968390604248345	973748.5649583866	2454.7367567492197	397.1797629114012	5.983707954447268	3	24259	24261	Q	Qmean_from_M	Haifa_Legacy_Q	Haifa_Legacy_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Legacy	Haifa	Haifa-Legacy	2021	Q4	20214	2	1.27248065284561	0.2409682652763569	990943.6802991657	2554.2343655615114	388.53628359143954	5.961567601166	3	24262	24264	Q	Qmean_from_M	Haifa_Legacy_Q	Haifa_Legacy_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Legacy	Haifa	Haifa-Legacy	2022	Q1	20221	3	11.863356642763565	2.473454375681808	986972.152965894	3120.333112336138	316.6359720002882	5.757177407782426	3	24265	24267	Q	Qmean_from_M	Haifa_Legacy_Q	Haifa_Legacy_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Legacy	Haifa	Haifa-Legacy	2022	Q2	20222	4	30.411895499887247	3.4148338312129516	978842.520013421	2421.533944058139	407.4532544472845	6.006059274772954	3	24268	24270	Q	Qmean_from_M	Haifa_Legacy_Q	Haifa_Legacy_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Legacy	Haifa	Haifa-Legacy	2022	Q3	20223	5	56.576238658116445	4.035589085369482	982997.7102696528	1482.1235027541525	690.6844905566695	6.516201397799992	3	24271	24273	Q	Qmean_from_M	Haifa_Legacy_Q	Haifa_Legacy_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Legacy	Haifa	Haifa-Legacy	2022	Q4	20224	6	89.14850919923276	4.490303621782708	999137.3071043333	568.9172422700116	2261.172651827997	7.610283316508244	3	24274	24276	Q	Qmean_from_M	Haifa_Legacy_Q	Haifa_Legacy_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Legacy	Haifa	Haifa-Legacy	2023	Q1	20231	7	54.400405588657904	3.996371609507962	995931.8165226221	369.0679315167381	20591.32397475219	8.66546228648982	3	24277	24279	Q	Qmean_from_M	Haifa_Legacy_Q	Haifa_Legacy_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Legacy	Haifa	Haifa-Legacy	2023	Q2	20232	8	52.95013292876717	3.969350582502568	992179.1558582495	1148.4365887988342	1259.3706736562638	6.926786897692892	3	24280	24282	Q	Qmean_from_M	Haifa_Legacy_Q	Haifa_Legacy_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Legacy	Haifa	Haifa-Legacy	2023	Q3	20233	9	50.87529486095742	3.9293774395387384	1004142.6958098769	1382.5466538879891	845.0279734617267	6.66309775843241	3	24283	24285	Q	Qmean_from_M	Haifa_Legacy_Q	Haifa_Legacy_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Legacy	Haifa	Haifa-Legacy	2023	Q4	20234	10	37.7741666216175	3.6316254462772553	1031555.9987112113	2080.1665128712684	536.0724721822777	6.245960128393274	3	24286	24288	Q	Qmean_from_M	Haifa_Legacy_Q	Haifa_Legacy_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Legacy	Haifa	Haifa-Legacy	2024	Q1	20241	11	44.53418586299399	3.7962571158813034	1027897.4077112653	938.1333237145382	1217.4996552999257	7.049080917178592	3	24289	24291	Q	Qmean_from_M	Haifa_Legacy_Q	Haifa_Legacy_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Legacy	Haifa	Haifa-Legacy	2024	Q2	20242	12	42.87387388352396	3.7582626400338572	1006547.8911980266	1091.2033655067853	1025.248616964406	6.875947445698029	3	24292	24294	Q	Qmean_from_M	Haifa_Legacy_Q	Haifa_Legacy_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Legacy	Haifa	Haifa-Legacy	2024	Q3	20243	13	36.40406029130962	3.594680314886401	987857.3304269151	1613.5753959583374	613.6897392657291	6.418179707457328	3	24295	24297	Q	Qmean_from_M	Haifa_Legacy_Q	Haifa_Legacy_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Legacy	Haifa	Haifa-Legacy	2024	Q4	20244	14	40.18787996217244	3.6935654566883818	971795.5982681583	1623.5106790479815	605.3944335443706	6.400351684510626	3	24298	24300	Q	Qmean_from_M	Haifa_Legacy_Q	Haifa_Legacy_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
