record_id	entity	year	source_group	source_file	source_doc	source_page	source_section	row_type	asset_class_raw	asset_class_std	project_id	project_name	metric	value_num	value_text	unit	currency	date_precision	event_date	event_year	event_month	confidence	include_in_k	include_in_productive_k	needs_monthly_timing	notes
HPC_RAW_2018_06	HPC	2018	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	files_privatizations_hifa-port_eng_HaifaPort_FinancialStatment_HPC_2019-eng.pdf	FS position; CF; notes	aggregate_financials_raw	annual_summary		total			purchase_intangibles_cashflow	-1113.0		NIS_thousands	NIS	year		2018.0		medium	yes	yes		
HPC_RAW_2019_04	HPC	2019	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	files_privatizations_hifa-port_eng_HaifaPort_FinancialStatment_HPC_2019-eng.pdf	FS position; CF; notes	aggregate_financials_raw	annual_summary		total			admin_dep_amort	6038.0		NIS_thousands	NIS	year		2019.0		medium	yes	yes		
HPC_RAW_2019_02	HPC	2019	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	files_privatizations_hifa-port_eng_HaifaPort_FinancialStatment_HPC_2019-eng.pdf	FS position; CF; notes	aggregate_financials_raw	annual_summary		total			depr_amort_total_cf_adj	67739.0		NIS_thousands	NIS	year		2019.0		medium	yes	yes		
HPC_RAW_2019_03	HPC	2019	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	files_privatizations_hifa-port_eng_HaifaPort_FinancialStatment_HPC_2019-eng.pdf	FS position; CF; notes	aggregate_financials_raw	annual_summary		total			operating_depreciation	61517.0		NIS_thousands	NIS	year		2019.0		medium	yes	yes		
HPC_RAW_2019_01	HPC	2019	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	files_privatizations_hifa-port_eng_HaifaPort_FinancialStatment_HPC_2019-eng.pdf	FS position; CF; notes	aggregate_financials_raw	annual_summary		total			ppe_net_eoy	1010641.0		NIS_thousands	NIS	year		2019.0		medium	yes	yes		
HPC_RAW_2019_07	HPC	2019	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	files_privatizations_hifa-port_eng_HaifaPort_FinancialStatment_HPC_2019-eng.pdf	FS position; CF; notes	aggregate_financials_raw	annual_summary		total			proceeds_realization_fixed_assets	1688.0		NIS_thousands	NIS	year		2019.0		medium	yes	yes		
HPC_RAW_2019_05	HPC	2019	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	files_privatizations_hifa-port_eng_HaifaPort_FinancialStatment_HPC_2019-eng.pdf	FS position; CF; notes	aggregate_financials_raw	annual_summary		total			purchase_fixed_assets_cashflow	-25025.0		NIS_thousands	NIS	year		2019.0		medium	yes	yes		
HPC_RAW_2019_06	HPC	2019	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	files_privatizations_hifa-port_eng_HaifaPort_FinancialStatment_HPC_2019-eng.pdf	FS position; CF; notes	aggregate_financials_raw	annual_summary		total			purchase_intangibles_cashflow	-1763.0		NIS_thousands	NIS	year		2019.0		medium	yes	yes		
HPC_EVT_001	HPC	2020	HPC_BIG_PROJECTS	Haifa_big_projects.csv	Haifa_big_projects.csv		reactivation_and_infrastructure	event	berth_infrastructure + yard + gate + IT (equipment redeployed)	mixed_terminal_infrastructure	HPC_Kishon_East_Reactivate_2020	Reactivation of Kishon East general-cargo terminal	event_amount_nominal			NIS_thousands	NIS	year_month	2020-11	2020.0	2020-11	low	yes	yes	no	amount_status=Not disclosed separately (bundled in 2020 additions) | event_type=addition | sources=HPC 2020 Annual Report (Hebrew) section on Kishon East; Port2Port 29.11.2020 news | Kishon East basin returned to HPC and reopened for operations in Q4 2020 after infrastructure works:contentReference[oaicite:109]{index=109}. Cost included in 2020 PPE additions (no standalone figure).
HPC_EVT_006	HPC	2020	HPC_BIG_PROJECTS	Haifa_big_projects.csv	Haifa_big_projects.csv		business_divestiture	event	service_fleet + infrastructure + goodwill	marine_assets_disposal	HPC_Sea_Department_Transfer_2020	Transfer of Marine Dept to IPC	event_amount_nominal	180000.0		NIS_thousands	NIS	year_month	2020-11	2020.0	2020-11	medium	yes	yes	no	amount_status=Sale price (approx; IPC payment ~₪180m). Book value of disposed assets TBD. | event_type=disposal | sources=HPC 2020 Annual Report – IPC agreement; HPC 2024 FS Note 1B | Sale of all pilotage/towage operations and assets to IPC, effective Nov 3 2020. IPC paid ~₪180m:contentReference[oaicite:116]{index=116}. Represents a one-time **removal** of HPC capital (tugboats, etc.). For K series, we ultimately want the book value of disposed assets (not the sale price).
HPC_RAW_2020_04	HPC	2020	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf"	Balance sheet; cash-flow; notes	aggregate_financials_raw	annual_summary		total			admin_dep_amort	6565.0		NIS_thousands	NIS	year		2020.0		medium	yes	yes		Historical cost; IFRS (pre-2023 restatement)
HPC_RAW_2020_02	HPC	2020	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf"	Balance sheet; cash-flow; notes	aggregate_financials_raw	annual_summary		total			depr_amort_total_cf_adj	70474.0		NIS_thousands	NIS	year		2020.0		medium	yes	yes		Historical cost; IFRS (pre-2023 restatement)
HPC_RAW_2020_03	HPC	2020	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf"	Balance sheet; cash-flow; notes	aggregate_financials_raw	annual_summary		total			operating_depreciation	63909.0		NIS_thousands	NIS	year		2020.0		medium	yes	yes		Historical cost; IFRS (pre-2023 restatement)
HPC_RAW_2020_01	HPC	2020	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf"	Balance sheet; cash-flow; notes	aggregate_financials_raw	annual_summary		total			ppe_net_eoy	987773.0		NIS_thousands	NIS	year		2020.0		medium	yes	yes		Historical cost; IFRS (pre-2023 restatement)
HPC_RAW_2020_07	HPC	2020	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf"	Balance sheet; cash-flow; notes	aggregate_financials_raw	annual_summary		total			proceeds_realization_fixed_assets	497.0		NIS_thousands	NIS	year		2020.0		medium	yes	yes		Historical cost; IFRS (pre-2023 restatement)
HPC_RAW_2020_05	HPC	2020	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf"	Balance sheet; cash-flow; notes	aggregate_financials_raw	annual_summary		total			purchase_fixed_assets_cashflow	-49285.0		NIS_thousands	NIS	year		2020.0		medium	yes	yes		Historical cost; IFRS (pre-2023 restatement)
HPC_RAW_2020_06	HPC	2020	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf"	Balance sheet; cash-flow; notes	aggregate_financials_raw	annual_summary		total			purchase_intangibles_cashflow	-4316.0		NIS_thousands	NIS	year		2020.0		medium	yes	yes		Historical cost; IFRS (pre-2023 restatement)
HPC_EVT_002	HPC	2021	HPC_BIG_PROJECTS	Haifa_big_projects.csv	Haifa_big_projects.csv		berth_rehabilitation	event	berth_infrastructure	berth_infrastructure	HPC_Kishon_West_Rehab_2021	Structural rehabilitation of Kishon West pier	event_amount_nominal	30000.0		NIS_thousands	NIS	year_month	2021-03		2021-03	medium	yes	yes	yes	amount_status=Estimated HPC share of total project cost | event_type=addition | sources=IPC 2022 Annual Report (Hebrew) p.X; HPC 2024 FS Note 25A | Joint IPC-HPC project to reinforce Kishon West pier (Mar 2021–Dec 2025). Total ~₪64m+VAT; HPC share ~₪25–30m:contentReference[oaicite:110]{index=110}. As of 2024, ~₪3.5m still uncapitalized:contentReference[oaicite:111]{index=111}. Commission upon completion (~Q4 2025).
HPC_RAW_2021_04	HPC	2021	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf"	Balance sheet; cash-flow; notes	aggregate_financials_raw	annual_summary		total			admin_dep_amort	6440.0		NIS_thousands	NIS	year		2021.0		medium	yes	yes		Historical cost; IFRS (pre-2023 restatement)
HPC_RAW_2021_02	HPC	2021	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf"	Balance sheet; cash-flow; notes	aggregate_financials_raw	annual_summary		total			depr_amort_total_cf_adj	72280.0		NIS_thousands	NIS	year		2021.0		medium	yes	yes		Historical cost; IFRS (pre-2023 restatement)
HPC_RAW_2021_03	HPC	2021	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf"	Balance sheet; cash-flow; notes	aggregate_financials_raw	annual_summary		total			operating_depreciation	65611.0		NIS_thousands	NIS	year		2021.0		medium	yes	yes		Historical cost; IFRS (pre-2023 restatement)
HPC_RAW_2021_01	HPC	2021	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf"	Balance sheet; cash-flow; notes	aggregate_financials_raw	annual_summary		total			ppe_net_eoy	998346.0		NIS_thousands	NIS	year		2021.0		medium	yes	yes		Historical cost; IFRS (pre-2023 restatement)
HPC_RAW_2021_07	HPC	2021	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf"	Balance sheet; cash-flow; notes	aggregate_financials_raw	annual_summary		total			proceeds_realization_fixed_assets	0.0		NIS_thousands	NIS	year		2021.0		medium	yes	yes		Historical cost; IFRS (pre-2023 restatement)
HPC_RAW_2021_05	HPC	2021	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf"	Balance sheet; cash-flow; notes	aggregate_financials_raw	annual_summary		total			purchase_fixed_assets_cashflow	-75222.0		NIS_thousands	NIS	year		2021.0		medium	yes	yes		Historical cost; IFRS (pre-2023 restatement)
HPC_RAW_2021_06	HPC	2021	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf"	Balance sheet; cash-flow; notes	aggregate_financials_raw	annual_summary		total			purchase_intangibles_cashflow	-2642.0		NIS_thousands	NIS	year		2021.0		medium	yes	yes		Historical cost; IFRS (pre-2023 restatement)
HPC_EVT_005	HPC	2022	HPC_BIG_PROJECTS	Haifa_big_projects.csv	Haifa_big_projects.csv		temporary_facility (leased)	event	leased_operating_equipment (not PPE)	leased_operating_equipment	HPC_Temporary_Passenger_Terminal_2022	Temporary cruise terminal (structural issues)	event_amount_nominal	8800.0		NIS_thousands	NIS	year_month	2022-04	2022.0	2022-04	high	no	no	no	amount_status=Expense (lease; not capitalized) | event_type=operating_project_not_PPE | sources=HPC 2022 Q1/Q3 Reports – material events | After structural faults found in main terminal, a temporary facility was set up nearby in 2022. Estimated cost ~₪7–8.8m:contentReference[oaicite:114]{index=114}:contentReference[oaicite:115]{index=115} as operating expense (equipment rental), not capitalized. Included here for record, but **excluded from K stock**.
HPC_RAW_2022_01	HPC	2022	HPC_FINANCIALS_RAW	haifa_financials_raw.tsv	Haifa Port Company Ltd.pdf	Note 8 opening balances	aggregate_financials_raw	annual_summary		total			ppe_net_eoy	1006064.0		NIS_thousands	NIS	year		2022.0		medium	yes	yes		Historical cost PPE; opening balances from Note 8
HPC_NOTE8_2023_CRANES_accdep_changes_assets_held_for_sale	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Cranes	cranes			accdep_changes_assets_held_for_sale	0.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_CRANES_accdep_close	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Cranes	cranes			accdep_close	516497.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_CRANES_accdep_open	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Cranes	cranes			accdep_open	618490.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_CRANES_accdep_redemptions_derecognitions_transfers	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Cranes	cranes			accdep_redemptions_derecognitions_transfers	-138227.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_CRANES_accdep_terminated_leases_derecognition	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Cranes	cranes			accdep_terminated_leases_derecognition	0.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_CRANES_changes_assets_held_for_sale	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Cranes	cranes			changes_assets_held_for_sale	0.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_CRANES_cost_close	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Cranes	cranes			cost_close	1251787.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_CRANES_cost_open	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Cranes	cranes			cost_open	1331134.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_CRANES_depreciation_expense	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Cranes	cranes			depreciation_expense	36234.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_CRANES_impairment_change	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Cranes	cranes			impairment_change	7324.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_CRANES_nbv_close	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Cranes	cranes			nbv_close	735290.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_CRANES_new_leases_additions	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Cranes	cranes			new_leases_additions	0.0		NIS_thousands	NIS	year		2023.0		high	yes	yes	yes	Manual extraction from Note 8 table.
HPC_NOTE8_2023_CRANES_purchases	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Cranes	cranes			purchases	58517.0		NIS_thousands	NIS	year		2023.0		high	yes	yes	yes	Manual extraction from Note 8 table.
HPC_NOTE8_2023_CRANES_realizations_derecognitions_transfers	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Cranes	cranes			realizations_derecognitions_transfers	-145188.0		NIS_thousands	NIS	year		2023.0		high	yes	yes	yes	Manual extraction from Note 8 table.
HPC_NOTE8_2023_CRANES_terminated_leases_derecognition	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Cranes	cranes			terminated_leases_derecognition	0.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_INFRASTRUCTU_accdep_changes_assets_held_for_sale	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Infrastructure and buildings	infrastructure_buildings			accdep_changes_assets_held_for_sale	0.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_INFRASTRUCTU_accdep_close	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Infrastructure and buildings	infrastructure_buildings			accdep_close	111452.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_INFRASTRUCTU_accdep_open	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Infrastructure and buildings	infrastructure_buildings			accdep_open	98959.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_INFRASTRUCTU_accdep_redemptions_derecognitions_transfers	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Infrastructure and buildings	infrastructure_buildings			accdep_redemptions_derecognitions_transfers	0.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_INFRASTRUCTU_accdep_terminated_leases_derecognition	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Infrastructure and buildings	infrastructure_buildings			accdep_terminated_leases_derecognition	0.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_INFRASTRUCTU_changes_assets_held_for_sale	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Infrastructure and buildings	infrastructure_buildings			changes_assets_held_for_sale	0.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_INFRASTRUCTU_cost_close	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Infrastructure and buildings	infrastructure_buildings			cost_close	273233.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_INFRASTRUCTU_cost_open	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Infrastructure and buildings	infrastructure_buildings			cost_open	251760.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_INFRASTRUCTU_depreciation_expense	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Infrastructure and buildings	infrastructure_buildings			depreciation_expense	12493.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_INFRASTRUCTU_impairment_change	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Infrastructure and buildings	infrastructure_buildings			impairment_change	0.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_INFRASTRUCTU_nbv_close	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Infrastructure and buildings	infrastructure_buildings			nbv_close	161781.0		NIS_thousands	NIS	year		2023.0		high	yes	yes		Manual extraction from Note 8 table.
HPC_NOTE8_2023_INFRASTRUCTU_new_leases_additions	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Infrastructure and buildings	infrastructure_buildings			new_leases_additions	0.0		NIS_thousands	NIS	year		2023.0		high	yes	yes	yes	Manual extraction from Note 8 table.
HPC_NOTE8_2023_INFRASTRUCTU_purchases	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Infrastructure and buildings	infrastructure_buildings			purchases	21473.0		NIS_thousands	NIS	year		2023.0		high	yes	yes	yes	Manual extraction from Note 8 table.
HPC_NOTE8_2023_INFRASTRUCTU_realizations_derecognitions_transfers	HPC	2023	HPC_2024_AR	Haifa Port Company Ltd.pdf	Haifa Port Company Ltd. 2024 annual report	48.0	Note 8 Fixed assets, net	ppe_rollforward	Infrastructure and buildings	infrastructure_buildings			realizations_derecognitions_transfers	0.0		NIS_thousands	NIS	year		2023.0		high	yes	yes	yes	Manual extraction from Note 8 table.
