row_key	row_label	reform	entity	horizon	m_start	m_end	lp_family	lp_spec	lp_design	lp_spec_name	lp_window_name	lp_source_file	lp_target_raw	kl_spec	kl_variant	kl_design	kl_spec_name	kl_window_name	kl_source_file	kl_target_raw	kl_derivation_note	kl_component_windows	kl_component_month_weights	kl_component_normalized_weights	kl_component_betas	kl_component_ses	dC_se_method	eta_entity	eta_family	eta_source	eta_role	eta_spec	eta_preferred_flag	eta_usage_class	TE	TE_se	TE_pvalue	TE_N	TE_R2	TE_ci_lo	TE_ci_hi	dC	dC_se	dC_pvalue	dC_N	dC_R2	dC_ci_lo	dC_ci_hi	eta	eta_se	eta_pvalue	eta_N	eta_R2	CD	CD_se	CD_pvalue	CD_ci_lo	CD_ci_hi	residual	share_explained	share_se	share_ci_lo	share_ci_hi	sign_consistent	share_valid	eta_uncertainty_included	manual_aggregate_available	status	reason	eta_interpretation_class	preferred_rule_version
competition_aggregate	Haifa competition - Aggregate	haifa_comp	Haifa-Aggregate	[1,13]	1	13	Conventional DiD	+Tr	TWFE	porttr	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_twfe.tsv	Haifa-Aggregate	Controls+Trend	SummaryDerived	binned	ctrl_trend	Derived from [1,6], [7,12], [13,24/23]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa port cluster	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]; [13,24]	6; 6; 1	0.461538; 0.461538; 0.076923	0.0624753; 0.31877; 0.692087	0.067085; 0.172601; 0.271533	independence_weighted	Haifa port cluster	manual	Haifa_port_HPC_IPC_2024_proxy	preferred	manual	1	preferred_manual_aggregate	0.2334240033328872	0.2656222241063219		44.0	0.6539726748251546	-0.28718598940893064	0.7540339960747051	0.22919693455487253	0.0879827565353661	0.009186861029216065			0.056753900484998926	0.40163996862474616	0.6520393372491453					0.1494454173066948	0.057368218260673016	0.009186861029216065	0.03700577565854263	0.261885058954847	0.0839785860261924	0.6402315750431625	0.7688815892801301	-0.8667486483218104	2.1472117984081356	True	True	False	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	preferred_manual_aggregate	v10_baseline_first_manual_first
competition_aggregate	Haifa competition - Aggregate	haifa_comp	Haifa-Aggregate	[1,13]	1	13	Conventional DiD	+Tr	TWFE	porttr	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_twfe.tsv	Haifa-Aggregate	Controls+Trend	SummaryDerived	binned	ctrl_trend	Derived from [1,6], [7,12], [13,24/23]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa port cluster	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]; [13,24]	6; 6; 1	0.461538; 0.461538; 0.076923	0.0624753; 0.31877; 0.692087	0.067085; 0.172601; 0.271533	independence_weighted	Haifa port cluster	regression	cluster_ts_trend	robustness	TS+trend	0	aggregate_regression_fallback	0.2334240033328872	0.2656222241063219		44.0	0.6539726748251546	-0.28718598940893064	0.7540339960747051	0.22919693455487253	0.0879827565353661	0.009186861029216065			0.056753900484998926	0.40163996862474616	0.5570097682663729	0.0669624484974591	8.927852156904576e-17	44.0	0.6213994121404087	0.12766493140377258	0.0513542547510687	0.012920030774734581	0.02701244163878297	0.2283174211687622	0.10575907192911463	0.5469228938795508	0.6601058547249016	-0.7468608073652853	1.840706595124387	True	True	True	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	aggregate_regression_fallback	v10_baseline_first_manual_first
privatization_legacy	Haifa privatization - Legacy	haifa_priv	Haifa--Legacy	[1,7]	1	7	NYT	Baseline	NYT	baseline	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_nyt.tsv	Haifa-Legacy	Baseline	SummaryDerived	binned	baseline	Derived from [1,6] plus month 7 from [7,12]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa--Legacy	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]	6; 1	0.857143; 0.142857	-0.350838; -1.50461	0.454249; 0.0716557	independence_weighted	Haifa--Legacy	manual	HPC_labor_share	preferred	manual	1	preferred_manual	-1.038705860462145	0.0646446648704966		28.0	0.8970271780336675	-1.16540707540098	-0.9120046455233102	-0.515662359013231	0.3894905327371924	0.18552274793758294			-1.279049775497447	0.24772505747098506	0.251					-0.12943125211232098	0.09776212371703528	0.18552274793758272	-0.3210414936498592	0.06217898942521721	-0.9092746083498241	0.12460818508786879	0.09443811609091708	-0.060487121218141246	0.3097034913938788	True	True	False	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	preferred_manual	v10_baseline_first_manual_first
privatization_legacy	Haifa privatization - Legacy	haifa_priv	Haifa--Legacy	[1,7]	1	7	NYT	Baseline	NYT	baseline	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_nyt.tsv	Haifa-Legacy	Baseline	SummaryDerived	binned	baseline	Derived from [1,6] plus month 7 from [7,12]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa--Legacy	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]	6; 1	0.857143; 0.142857	-0.350838; -1.50461	0.454249; 0.0716557	independence_weighted	Haifa--Legacy	manual	one_third_benchmark	robustness	manual	0	manual_robustness	-1.038705860462145	0.0646446648704966		28.0	0.8970271780336675	-1.16540707540098	-0.9120046455233102	-0.515662359013231	0.3894905327371924	0.18552274793758294			-1.279049775497447	0.24772505747098506	0.3333333333333333					-0.17188745300441033	0.12983017757906415	0.18552274793758294	-0.4263499251658157	0.08257501915699506	-0.8668184074577348	0.16548231751376996	0.12541582482193506	-0.0803281822286073	0.4112928172561472	True	True	False	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	manual_robustness	v10_baseline_first_manual_first
privatization_legacy	Haifa privatization - Legacy	haifa_priv	Haifa--Legacy	[1,7]	1	7	NYT	Baseline	NYT	baseline	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_nyt.tsv	Haifa-Legacy	Baseline	SummaryDerived	binned	baseline	Derived from [1,6] plus month 7 from [7,12]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa--Legacy	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]	6; 1	0.857143; 0.142857	-0.350838; -1.50461	0.454249; 0.0716557	independence_weighted	Haifa--Legacy	manual	hazan_tsur_benchmark	robustness	manual	0	manual_robustness	-1.038705860462145	0.0646446648704966		28.0	0.8970271780336675	-1.16540707540098	-0.9120046455233102	-0.515662359013231	0.3894905327371924	0.18552274793758294			-1.279049775497447	0.24772505747098506	0.42					-0.216578190785557	0.1635860237496208	0.18552274793758294	-0.5372009057089278	0.10404452413781368	-0.822127669676588	0.20850772006735016	0.15802393927563818	-0.10121350960804518	0.5182289497427455	True	True	False	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	manual_robustness	v10_baseline_first_manual_first
privatization_legacy	Haifa privatization - Legacy	haifa_priv	Haifa--Legacy	[1,7]	1	7	NYT	Baseline	NYT	baseline	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_nyt.tsv	Haifa-Legacy	Baseline	SummaryDerived	binned	baseline	Derived from [1,6] plus month 7 from [7,12]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa--Legacy	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]	6; 1	0.857143; 0.142857	-0.350838; -1.50461	0.454249; 0.0716557	independence_weighted	Haifa--Legacy	regression	legacy_ts_trend	robustness	TS+trend	0	regression_robustness	-1.038705860462145	0.0646446648704966		28.0	0.8970271780336675	-1.16540707540098	-0.9120046455233102	-0.515662359013231	0.3894905327371924	0.18552274793758294			-1.279049775497447	0.24772505747098506	0.2973714495310104	0.0273679567527447	1.6796787914728816e-27	14.0	0.8872997481180448	-0.1533432631683448	0.11667998074141586	0.1887718948145265	-0.382031823138347	0.07534529680165741	-0.8853625972938003	0.14762914989246206	0.1127071877602589	-0.07327287891643897	0.3685311787013631	True	True	True	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	regression_robustness	v10_baseline_first_manual_first
privatization_legacy	Haifa privatization - Legacy	haifa_priv	Haifa--Legacy	[1,7]	1	7	NYT	+Tr	NYT	porttr	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_nyt.tsv	Haifa-Legacy	Controls+Trend	SummaryDerived	binned	ctrl_trend	Derived from [1,6] plus month 7 from [7,12]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa--Legacy	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]	6; 1	0.857143; 0.142857	0.0599649; -0.557069	0.476886; 0.382843	independence_weighted	Haifa--Legacy	manual	HPC_labor_share	preferred	manual	1	preferred_manual	-0.8017354820961411	0.0768197907359864		28.0	0.8349536799473694	-0.9522995052385781	-0.6511714589537041	-0.02818276034209899	0.4124019753453052	0.9455165092744089			-0.8364757791720725	0.7801102584878745	0.251					-0.007073872845866846	0.1035128958116716	0.9455165092744089	-0.2099554205721902	0.19580767488045647	-0.7946616092502743	0.0088232004243746	0.12911380023115002	-0.24423519793577872	0.26188159878452794	True	True	False	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	preferred_manual	v10_baseline_first_manual_first
privatization_legacy	Haifa privatization - Legacy	haifa_priv	Haifa--Legacy	[1,7]	1	7	NYT	+Tr	NYT	porttr	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_nyt.tsv	Haifa-Legacy	Controls+Trend	SummaryDerived	binned	ctrl_trend	Derived from [1,6] plus month 7 from [7,12]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa--Legacy	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]	6; 1	0.857143; 0.142857	0.0599649; -0.557069	0.476886; 0.382843	independence_weighted	Haifa--Legacy	manual	one_third_benchmark	robustness	manual	0	manual_robustness	-0.8017354820961411	0.0768197907359864		28.0	0.8349536799473694	-0.9522995052385781	-0.6511714589537041	-0.02818276034209899	0.4124019753453052	0.9455165092744089			-0.8364757791720725	0.7801102584878745	0.3333333333333333					-0.00939425344736633	0.13746732511510174	0.9455165092744089	-0.27882525972402417	0.2600367528292915	-0.7923412286487748	0.01171739764193174	0.17146587016088982	-0.32434953245123344	0.34778432773509693	True	True	False	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	manual_robustness	v10_baseline_first_manual_first
privatization_legacy	Haifa privatization - Legacy	haifa_priv	Haifa--Legacy	[1,7]	1	7	NYT	+Tr	NYT	porttr	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_nyt.tsv	Haifa-Legacy	Controls+Trend	SummaryDerived	binned	ctrl_trend	Derived from [1,6] plus month 7 from [7,12]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa--Legacy	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]	6; 1	0.857143; 0.142857	0.0599649; -0.557069	0.476886; 0.382843	independence_weighted	Haifa--Legacy	manual	hazan_tsur_benchmark	robustness	manual	0	manual_robustness	-0.8017354820961411	0.0768197907359864		28.0	0.8349536799473694	-0.9522995052385781	-0.6511714589537041	-0.02818276034209899	0.4124019753453052	0.9455165092744089			-0.8364757791720725	0.7801102584878745	0.42					-0.011836759343681575	0.17320882964502818	0.9455165092744089	-0.3513198272522704	0.3276463085649073	-0.7898987227524595	0.01476392102883399	0.21604699640272118	-0.4086804108885541	0.4382082529462221	True	True	False	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	manual_robustness	v10_baseline_first_manual_first
privatization_legacy	Haifa privatization - Legacy	haifa_priv	Haifa--Legacy	[1,7]	1	7	NYT	+Tr	NYT	porttr	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_nyt.tsv	Haifa-Legacy	Controls+Trend	SummaryDerived	binned	ctrl_trend	Derived from [1,6] plus month 7 from [7,12]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa--Legacy	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]	6; 1	0.857143; 0.142857	0.0599649; -0.557069	0.476886; 0.382843	independence_weighted	Haifa--Legacy	regression	legacy_ts_trend	robustness	TS+trend	0	regression_robustness	-0.8017354820961411	0.0768197907359864		28.0	0.8349536799473694	-0.9522995052385781	-0.6511714589537041	-0.02818276034209899	0.4124019753453052	0.9455165092744089			-0.8364757791720725	0.7801102584878745	0.2973714495310104	0.0273679567527447	1.6796787914728816e-27	14.0	0.8872997481180448	-0.008380748294715051	0.12263899867682455	0.9455175851391786	-0.24874876880134653	0.23198727221191642	-0.7933547338014261	0.010453258564537453	0.1529701882854298	-0.28936280118321583	0.3102693183122907	True	True	True	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	regression_robustness	v10_baseline_first_manual_first
privatization_legacy	Haifa privatization - Legacy	haifa_priv	Haifa--Legacy	[1,7]	1	7	Conventional DiD	Baseline	TWFE	baseline	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_twfe.tsv	Haifa-Legacy	Baseline	SummaryDerived	binned	baseline	Derived from [1,6] plus month 7 from [7,12]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa--Legacy	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]	6; 1	0.857143; 0.142857	-0.350838; -1.50461	0.454249; 0.0716557	independence_weighted	Haifa--Legacy	manual	HPC_labor_share	preferred	manual	1	preferred_manual	-1.038705860462145	0.0646446648704966		28.0	0.8970271780336675	-1.16540707540098	-0.9120046455233102	-0.515662359013231	0.3894905327371924	0.18552274793758294			-1.279049775497447	0.24772505747098506	0.251					-0.12943125211232098	0.09776212371703528	0.18552274793758272	-0.3210414936498592	0.06217898942521721	-0.9092746083498241	0.12460818508786879	0.09443811609091708	-0.060487121218141246	0.3097034913938788	True	True	False	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	preferred_manual	v10_baseline_first_manual_first
privatization_legacy	Haifa privatization - Legacy	haifa_priv	Haifa--Legacy	[1,7]	1	7	Conventional DiD	Baseline	TWFE	baseline	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_twfe.tsv	Haifa-Legacy	Baseline	SummaryDerived	binned	baseline	Derived from [1,6] plus month 7 from [7,12]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa--Legacy	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]	6; 1	0.857143; 0.142857	-0.350838; -1.50461	0.454249; 0.0716557	independence_weighted	Haifa--Legacy	manual	one_third_benchmark	robustness	manual	0	manual_robustness	-1.038705860462145	0.0646446648704966		28.0	0.8970271780336675	-1.16540707540098	-0.9120046455233102	-0.515662359013231	0.3894905327371924	0.18552274793758294			-1.279049775497447	0.24772505747098506	0.3333333333333333					-0.17188745300441033	0.12983017757906415	0.18552274793758294	-0.4263499251658157	0.08257501915699506	-0.8668184074577348	0.16548231751376996	0.12541582482193506	-0.0803281822286073	0.4112928172561472	True	True	False	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	manual_robustness	v10_baseline_first_manual_first
privatization_legacy	Haifa privatization - Legacy	haifa_priv	Haifa--Legacy	[1,7]	1	7	Conventional DiD	Baseline	TWFE	baseline	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_twfe.tsv	Haifa-Legacy	Baseline	SummaryDerived	binned	baseline	Derived from [1,6] plus month 7 from [7,12]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa--Legacy	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]	6; 1	0.857143; 0.142857	-0.350838; -1.50461	0.454249; 0.0716557	independence_weighted	Haifa--Legacy	manual	hazan_tsur_benchmark	robustness	manual	0	manual_robustness	-1.038705860462145	0.0646446648704966		28.0	0.8970271780336675	-1.16540707540098	-0.9120046455233102	-0.515662359013231	0.3894905327371924	0.18552274793758294			-1.279049775497447	0.24772505747098506	0.42					-0.216578190785557	0.1635860237496208	0.18552274793758294	-0.5372009057089278	0.10404452413781368	-0.822127669676588	0.20850772006735016	0.15802393927563818	-0.10121350960804518	0.5182289497427455	True	True	False	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	manual_robustness	v10_baseline_first_manual_first
privatization_legacy	Haifa privatization - Legacy	haifa_priv	Haifa--Legacy	[1,7]	1	7	Conventional DiD	Baseline	TWFE	baseline	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_twfe.tsv	Haifa-Legacy	Baseline	SummaryDerived	binned	baseline	Derived from [1,6] plus month 7 from [7,12]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa--Legacy	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]	6; 1	0.857143; 0.142857	-0.350838; -1.50461	0.454249; 0.0716557	independence_weighted	Haifa--Legacy	regression	legacy_ts_trend	robustness	TS+trend	0	regression_robustness	-1.038705860462145	0.0646446648704966		28.0	0.8970271780336675	-1.16540707540098	-0.9120046455233102	-0.515662359013231	0.3894905327371924	0.18552274793758294			-1.279049775497447	0.24772505747098506	0.2973714495310104	0.0273679567527447	1.6796787914728816e-27	14.0	0.8872997481180448	-0.1533432631683448	0.11667998074141586	0.1887718948145265	-0.382031823138347	0.07534529680165741	-0.8853625972938003	0.14762914989246206	0.1127071877602589	-0.07327287891643897	0.3685311787013631	True	True	True	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	regression_robustness	v10_baseline_first_manual_first
privatization_legacy	Haifa privatization - Legacy	haifa_priv	Haifa--Legacy	[1,7]	1	7	Conventional DiD	+Tr	TWFE	porttr	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_twfe.tsv	Haifa-Legacy	Controls+Trend	SummaryDerived	binned	ctrl_trend	Derived from [1,6] plus month 7 from [7,12]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa--Legacy	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]	6; 1	0.857143; 0.142857	0.0599649; -0.557069	0.476886; 0.382843	independence_weighted	Haifa--Legacy	manual	HPC_labor_share	preferred	manual	1	preferred_manual	-0.8017354820961411	0.0768197907359864		28.0	0.8349536799473694	-0.9522995052385781	-0.6511714589537041	-0.02818276034209899	0.4124019753453052	0.9455165092744089			-0.8364757791720725	0.7801102584878745	0.251					-0.007073872845866846	0.1035128958116716	0.9455165092744089	-0.2099554205721902	0.19580767488045647	-0.7946616092502743	0.0088232004243746	0.12911380023115002	-0.24423519793577872	0.26188159878452794	True	True	False	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	preferred_manual	v10_baseline_first_manual_first
privatization_legacy	Haifa privatization - Legacy	haifa_priv	Haifa--Legacy	[1,7]	1	7	Conventional DiD	+Tr	TWFE	porttr	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_twfe.tsv	Haifa-Legacy	Controls+Trend	SummaryDerived	binned	ctrl_trend	Derived from [1,6] plus month 7 from [7,12]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa--Legacy	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]	6; 1	0.857143; 0.142857	0.0599649; -0.557069	0.476886; 0.382843	independence_weighted	Haifa--Legacy	manual	one_third_benchmark	robustness	manual	0	manual_robustness	-0.8017354820961411	0.0768197907359864		28.0	0.8349536799473694	-0.9522995052385781	-0.6511714589537041	-0.02818276034209899	0.4124019753453052	0.9455165092744089			-0.8364757791720725	0.7801102584878745	0.3333333333333333					-0.00939425344736633	0.13746732511510174	0.9455165092744089	-0.27882525972402417	0.2600367528292915	-0.7923412286487748	0.01171739764193174	0.17146587016088982	-0.32434953245123344	0.34778432773509693	True	True	False	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	manual_robustness	v10_baseline_first_manual_first
privatization_legacy	Haifa privatization - Legacy	haifa_priv	Haifa--Legacy	[1,7]	1	7	Conventional DiD	+Tr	TWFE	porttr	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_twfe.tsv	Haifa-Legacy	Controls+Trend	SummaryDerived	binned	ctrl_trend	Derived from [1,6] plus month 7 from [7,12]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa--Legacy	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]	6; 1	0.857143; 0.142857	0.0599649; -0.557069	0.476886; 0.382843	independence_weighted	Haifa--Legacy	manual	hazan_tsur_benchmark	robustness	manual	0	manual_robustness	-0.8017354820961411	0.0768197907359864		28.0	0.8349536799473694	-0.9522995052385781	-0.6511714589537041	-0.02818276034209899	0.4124019753453052	0.9455165092744089			-0.8364757791720725	0.7801102584878745	0.42					-0.011836759343681575	0.17320882964502818	0.9455165092744089	-0.3513198272522704	0.3276463085649073	-0.7898987227524595	0.01476392102883399	0.21604699640272118	-0.4086804108885541	0.4382082529462221	True	True	False	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	manual_robustness	v10_baseline_first_manual_first
privatization_legacy	Haifa privatization - Legacy	haifa_priv	Haifa--Legacy	[1,7]	1	7	Conventional DiD	+Tr	TWFE	porttr	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_twfe.tsv	Haifa-Legacy	Controls+Trend	SummaryDerived	binned	ctrl_trend	Derived from [1,6] plus month 7 from [7,12]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa--Legacy	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]	6; 1	0.857143; 0.142857	0.0599649; -0.557069	0.476886; 0.382843	independence_weighted	Haifa--Legacy	regression	legacy_ts_trend	robustness	TS+trend	0	regression_robustness	-0.8017354820961411	0.0768197907359864		28.0	0.8349536799473694	-0.9522995052385781	-0.6511714589537041	-0.02818276034209899	0.4124019753453052	0.9455165092744089			-0.8364757791720725	0.7801102584878745	0.2973714495310104	0.0273679567527447	1.6796787914728816e-27	14.0	0.8872997481180448	-0.008380748294715051	0.12263899867682455	0.9455175851391786	-0.24874876880134653	0.23198727221191642	-0.7933547338014261	0.010453258564537453	0.1529701882854298	-0.28936280118321583	0.3102693183122907	True	True	True	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	regression_robustness	v10_baseline_first_manual_first
privatization_aggregate	Haifa privatization - Aggregate	haifa_priv	Haifa-Aggregate	[1,7]	1	7	NYT	Baseline	NYT	baseline	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_nyt.tsv	Haifa-Aggregate	Baseline	SummaryDerived	binned	baseline	Derived from [1,6] plus month 7 from [7,12]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa port cluster	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]	6; 1	0.857143; 0.142857	-0.219283; -0.302715	0.0823676; 0.0728623	independence_weighted	Haifa port cluster	manual	Haifa_port_HPC_IPC_2024_proxy	preferred	manual	1	preferred_manual_aggregate	-0.2606100500028592	0.0345666097139727		32.0	0.978766511052472	-0.3283593601098981	-0.1928607398958203	-0.23120221287399467	0.0713639727412838	0.0011962994234928637			-0.37107302924060903	-0.09133139650738029	0.6520393372491453					-0.1507529376528953	0.046532117489692756	0.0011962994234928637	-0.24195421205707945	-0.05955166324871114	-0.1098571123499639	0.5784617195355335	0.19433780791343963	0.1975666151907287	0.9593568238803383	True	True	False	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	preferred_manual_aggregate	v10_baseline_first_manual_first
privatization_aggregate	Haifa privatization - Aggregate	haifa_priv	Haifa-Aggregate	[1,7]	1	7	NYT	Baseline	NYT	baseline	full_post	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Design/Output (new)/Model_1A_v8_2/model1a_q_window_betas_nyt.tsv	Haifa-Aggregate	Baseline	SummaryDerived	binned	baseline	Derived from [1,6] plus month 7 from [7,12]	intended Model_1B_v8/model1b_binned_window_betas_summary.tsv	Haifa port cluster	Weighted-average K/L effect from intended Model 1B summary bins; uncertainty assumes independent component bins.	[1,6]; [7,12]	6; 1	0.857143; 0.142857	-0.219283; -0.302715	0.0823676; 0.0728623	independence_weighted	Haifa port cluster	regression	cluster_ts_trend	robustness	TS+trend	0	aggregate_regression_fallback	-0.2606100500028592	0.0345666097139727		32.0	0.978766511052472	-0.3283593601098981	-0.1928607398958203	-0.23120221287399467	0.0713639727412838	0.0011962994234928637			-0.37107302924060903	-0.09133139650738029	0.5570097682663729	0.0669624484974591	8.927852156904576e-17	44.0	0.6213994121404087	-0.1287818910156164	0.04265893648494792	0.0025371726800300642	-0.21239187014489602	-0.045171911886336805	-0.1318281589872428	0.4941555055693498	0.17632343588410276	0.148567921606151	0.8397430895325486	True	True	True	True	ok	LP exact preferred horizon matched to derived K/L horizon from intended summary bins.	aggregate_regression_fallback	v10_baseline_first_manual_first
