design	table_group	reform	target	target_key	spec_name	bin_label	a	b	beta	se	t	pvalue	n_event_obs	n_obs	r2	within_r2	se_type
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	q2	2	2	0.10106496959170919	0.2244038494409054	0.45037092653940264	0.6524430048652748	1	44	0.6731322739293357	0.5323536834325471	HC1
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	q3	3	3	0.35616676778692236	0.29920513258787484	1.1903765309985723	0.23389843308096292	1	44	0.6731322739293357	0.5323536834325471	HC1
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	q4	4	4	0.6747459283208883	0.3740064157348421	1.8041025499393046	0.07121523206820381	1	44	0.6731322739293357	0.5323536834325471	HC1
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	y2_q5_8	5	8	1.2937817647319203	0.5904019439958751	2.1913575622321453	0.028425927576291553	4	44	0.6731322739293357	0.5323536834325471	HC1
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	y3_q9_12	9	12	1.1207539087307778	0.9683768894261986	1.1573530109695913	0.24712816354607203	4	44	0.6731322739293357	0.5323536834325471	HC1
TWFE	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	y4p_q13_40	13	40	1.178534598428787	1.0472179640575443	1.1253957045030474	0.2604213905098969	1	44	0.6731322739293357	0.5323536834325471	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	baseline	pre_8_5	-8	-5	0.12860415663088257	0.03890572920189765	3.305532610981362	0.0009479607195289362	4	44	0.9009139017564262	0.6347993549598088	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	baseline	pre_4_2	-4	-2	0.10623366291432643	0.037939716159064815	2.8000647782638817	0.005109235255430195	3	44	0.9009139017564262	0.6347993549598088	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	baseline	q0	0	0	-1.036723916270077e-06	1.833394769813914e-14	-56546682.32610386	0.0	1	44	0.9009139017564262	0.6347993549598088	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	baseline	q1	1	1	0.03823725372694871	1.727247238947801e-14	2213768409335.6523	0.0	1	44	0.9009139017564262	0.6347993549598088	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	baseline	q2	2	2	-0.03160681286727118	2.2488344615496073e-14	-1405475298768.4045	0.0	1	44	0.9009139017564262	0.6347993549598088	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	baseline	q3	3	3	0.0858771236340449	2.148527760999361e-14	3997021830153.138	0.0	1	44	0.9009139017564262	0.6347993549598088	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	baseline	q4	4	4	0.0528368563444625	2.2349071015465256e-14	2364163427996.632	0.0	1	44	0.9009139017564262	0.6347993549598088	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	baseline	y2_q5_8	5	8	0.2636746504380539	0.1131696684223238	2.3299056550566117	0.019811138076983287	4	44	0.9009139017564262	0.6347993549598088	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	baseline	y3_q9_12	9	12	-0.07754112016360024	0.12424512258813332	-0.6240979005722854	0.5325632925997557	4	44	0.9009139017564262	0.6347993549598088	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	baseline	y4p_q13_40	13	40	-0.3165317232277766	1.9824902147188144e-14	-15966370016745.418	0.0	1	44	0.9009139017564262	0.6347993549598088	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	porttr	pre_8_5	-8	-5	-0.07062412938290397	0.17531455418347705	-0.40284236361227393	0.6870641939587417	4	44	0.6539726748251546	0.2070631187380857	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	porttr	pre_4_2	-4	-2	0.017826846724809275	0.07502266140691977	0.23761949243732114	0.8121762307010651	3	44	0.6539726748251546	0.2070631187380857	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	porttr	q0	0	0	0.03007040490421886	0.030424944248956948	0.988347083175009	0.3229826938899186	1	44	0.6539726748251546	0.2070631187380857	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	porttr	q1	1	1	0.024276732052289474	0.06084988849791068	0.39896099486070596	0.6899219448242131	1	44	0.6539726748251546	0.2070631187380857	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	porttr	q2	2	2	-0.0658404601260063	0.09127483274686593	-0.721342982995135	0.47069851743629687	1	44	0.6539726748251546	0.2070631187380857	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	porttr	q3	3	3	0.08923493921018466	0.12169977699582164	0.73323831327356	0.4634130912761125	1	44	0.6539726748251546	0.2070631187380857	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	porttr	q4	4	4	0.16984502338834506	0.15212472124477647	1.1164853549020197	0.2642144355530508	1	44	0.6539726748251546	0.2070631187380857	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	porttr	y2_q5_8	5	8	0.3307474258426364	0.23941148633619516	1.381501910807162	0.16712469070948133	4	44	0.6539726748251546	0.2070631187380857	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	porttr	y3_q9_12	9	12	0.3028380901101907	0.42079473549776214	0.7196812710880535	0.4717212602687856	4	44	0.6539726748251546	0.2070631187380857	HC1
TWFE	competition	haifa_comp	Haifa-Aggregate	haifa_port_agg	porttr	y4p_q13_40	13	40	0.2826537449914124	0.42594921948536846	0.6635855450866055	0.5069556113924623	1	44	0.6539726748251546	0.2070631187380857	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	baseline	pre_8_5	-8	-5	0.11552387749573656	0.050922808961000834	2.2686077192680076	0.023292191775661147	4	34	0.9403372926242949	0.8524328397719735	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	baseline	pre_4_2	-4	-2	0.17617889114387175	0.055396039998527526	3.180351720963353	0.0014709639709635622	3	34	0.9403372926242949	0.8524328397719735	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	baseline	q0	0	0	-0.4957690940214743	3.759478817990069e-14	-13187176149233.562	0.0	1	34	0.9403372926242949	0.8524328397719735	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	baseline	q1	1	1	-1.193141731850226	3.581594495870078e-14	-33313143998463.055	0.0	1	34	0.9403372926242949	0.8524328397719735	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	baseline	q2	2	2	-0.007616136643336269	3.695393106800811e-14	-206098144993.55762	0.0	1	34	0.9403372926242949	0.8524328397719735	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	baseline	q3	3	3	0.171581138806513	3.6876588991608595e-14	4652847334810.628	0.0	1	34	0.9403372926242949	0.8524328397719735	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	baseline	q4	4	4	0.39379188561083645	3.56778478043366e-14	11037433865698.916	0.0	1	34	0.9403372926242949	0.8524328397719735	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	baseline	y2_q5_8	5	8	0.24328269588165874	0.21489450318982936	1.13210292618212	0.2575911648099195	4	34	0.9403372926242949	0.8524328397719735	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	baseline	y3_q9_12	9	12	0.0	0.0			0	34	0.9403372926242949	0.8524328397719735	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	baseline	y4p_q13_40	13	40	0.0	0.0			0	34	0.9403372926242949	0.8524328397719735	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	pre_8_5	-8	-5	0.16041398640723603	0.09274567277641134	1.7296115452626837	0.0836997019127056	4	34	0.27521883204593545	0.027218127834727657	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	pre_4_2	-4	-2	-0.016820241353254328	0.04294041432180927	-0.39171120304517865	0.6952716114040405	3	34	0.27521883204593545	0.027218127834727657	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	q0	0	0	0.01838244927966537	0.017681561665985078	1.0396394632397559	0.29850743528462287	1	34	0.27521883204593545	0.027218127834727657	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	q1	1	1	-0.19533322441869064	0.03536312333197039	-5.523641749203121	3.3204416890718325e-08	1	34	0.27521883204593545	0.027218127834727657	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	q2	2	2	-0.05177903809437012	0.053044684997955595	-0.9761399864353186	0.3289950982626033	1	34	0.27521883204593545	0.027218127834727657	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	q3	3	3	-0.16168230348846904	0.07072624666394073	-2.2860297430557925	0.022252518581419266	1	34	0.27521883204593545	0.027218127834727657	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	q4	4	4	-0.2845698221840922	0.08840780832992573	-3.2188313177283723	0.0012871417833799652	1	34	0.27521883204593545	0.027218127834727657	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	y2_q5_8	5	8	-0.18908016305803943	0.15227720943252823	-1.2416839247492124	0.21435320332846997	4	34	0.27521883204593545	0.027218127834727657	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	y3_q9_12	9	12	0.0	0.0			0	34	0.27521883204593545	0.027218127834727657	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	y4p_q13_40	13	40	0.0	0.0			0	34	0.27521883204593545	0.027218127834727657	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	baseline	pre_8_5	-8	-5	-0.006266578867373251	0.051008186745700484	-0.12285437431083483	0.9022224158664555	4	34	0.9012436672869593	0.7103616550461447	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	baseline	pre_4_2	-4	-2	0.02200100151322104	0.04060616201661805	0.5418143557674114	0.5879464008130109	3	34	0.9012436672869593	0.7103616550461447	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	baseline	q0	0	0	-0.1620993089944962	4.65404094261609e-14	-3482979866167.192	0.0	1	34	0.9012436672869593	0.7103616550461447	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	baseline	q1	1	1	-0.4799465688339518	4.6370493947084796e-14	-10350257846760.008	0.0	1	34	0.9012436672869593	0.7103616550461447	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	baseline	q2	2	2	-0.1417773739301138	4.44117164883396e-14	-3192341686846.0327	0.0	1	34	0.9012436672869593	0.7103616550461447	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	baseline	q3	3	3	-0.059527924615819405	4.4929022582440534e-14	-1324932553486.808	0.0	1	34	0.9012436672869593	0.7103616550461447	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	baseline	q4	4	4	0.08193977508565542	4.561436675469054e-14	1796358930648.3035	0.0	1	34	0.9012436672869593	0.7103616550461447	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	baseline	y2_q5_8	5	8	0.20223517762970378	0.14468151443203467	1.3977955540733948	0.16217446984185313	4	34	0.9012436672869593	0.7103616550461447	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	baseline	y3_q9_12	9	12	0.0	0.0			0	34	0.9012436672869593	0.7103616550461447	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	baseline	y4p_q13_40	13	40	0.0	0.0			0	34	0.9012436672869593	0.7103616550461447	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	porttr	pre_8_5	-8	-5	0.17385277698940782	0.10777241480154488	1.6131472725144478	0.10671251565419505	4	34	0.6930988540622548	0.40985382466647347	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	porttr	pre_4_2	-4	-2	-0.011933408414283253	0.04815560315979199	-0.24780934369538068	0.804281925161694	3	34	0.6930988540622548	0.40985382466647347	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	porttr	q0	0	0	-0.0953804306325381	0.020357351118506502	-4.685306554732922	2.7954121363217848e-06	1	34	0.6930988540622548	0.40985382466647347	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	porttr	q1	1	1	-0.2471585960107051	0.040714702237013276	-6.070499903742782	1.2751269311301453e-09	1	34	0.6930988540622548	0.40985382466647347	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	porttr	q2	2	2	-0.21071513339952164	0.061072053355519906	-3.4502709802940736	0.0005600241090482083	1	34	0.6930988540622548	0.40985382466647347	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	porttr	q3	3	3	-0.24658845525787473	0.08142940447402647	-3.0282482949574936	0.0024597589318508285	1	34	0.6930988540622548	0.40985382466647347	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	porttr	q4	4	4	-0.3184907685365066	0.10178675559253289	-3.129000101068858	0.001754022479717354	1	34	0.6930988540622548	0.40985382466647347	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	porttr	y2_q5_8	5	8	-0.06155035699264033	0.17814785265267874	-0.34550153749335594	0.7297173546065734	4	34	0.6930988540622548	0.40985382466647347	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	porttr	y3_q9_12	9	12	0.0	0.0			0	34	0.6930988540622548	0.40985382466647347	HC1
TWFE	competition	ashdod_comp	Ashdod-Aggregate	ashdod_port_agg	porttr	y4p_q13_40	13	40	0.0	0.0			0	34	0.6930988540622548	0.40985382466647347	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	baseline	pre_8_5	-8	-5	-0.1890742952391562	0.020836955999043807	-9.073988314215987	1.1473842498962077e-19	4	32	0.978766511052472	0.941913674243182	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	baseline	pre_4_2	-4	-2	-0.17923377630187617	0.043180308924350846	-4.150822001201575	3.312833368753316e-05	3	32	0.978766511052472	0.941913674243182	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	baseline	q0	0	0	0.3178472598394542	2.1589522492615123e-14	14722292257653.06	0.0	1	32	0.978766511052472	0.941913674243182	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	baseline	q1	1	1	-0.020321935064384004	1.823943480143432e-14	-1114175701474.3638	0.0	1	32	0.978766511052472	0.941913674243182	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	baseline	q2	2	2	-0.10257138437867785	1.9871678173877946e-14	-5161687074497.398	0.0	1	32	0.978766511052472	0.941913674243182	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	baseline	q3	3	3	-0.24403908408015268	1.7430620425805133e-14	-14000596543245.553	0.0	1	32	0.978766511052472	0.941913674243182	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	baseline	q4	4	4	-0.04969586566400819	1.3327249678143774e-14	-3728891321478.555	0.0	1	32	0.978766511052472	0.941913674243182	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	baseline	y2_q5_8	5	8	-0.46921402694426395	0.08065542266593628	-5.817513707512069	5.972936547323446e-09	3	32	0.978766511052472	0.941913674243182	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	baseline	y3_q9_12	9	12	0.0	0.0			0	32	0.978766511052472	0.941913674243182	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	baseline	y4p_q13_40	13	40	0.0	0.0			0	32	0.978766511052472	0.941913674243182	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	porttr	pre_8_5	-8	-5	-0.13815123709872323	0.13454545048706948	-1.0267997661652655	0.3045147595209733	4	32	0.7104134149508838	0.4649448197986017	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	porttr	pre_4_2	-4	-2	-0.17561924500236503	0.06559951686644157	-2.67714235395849	0.0074253079235323425	3	32	0.7104134149508838	0.4649448197986017	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	porttr	q0	0	0	0.19780840226991359	0.024188599708158134	8.177753348954647	2.8918495270553376e-16	1	32	0.7104134149508838	0.4649448197986017	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	porttr	q1	1	1	-0.07217802221411584	0.04837719941631636	-1.4919843042789305	0.13570326008130953	1	32	0.7104134149508838	0.4649448197986017	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	porttr	q2	2	2	-0.1585614855781401	0.07256579912447457	-2.1850718587988567	0.028883578222328343	1	32	0.7104134149508838	0.4649448197986017	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	porttr	q3	3	3	-0.3401921907496226	0.0967543988326329	-3.5160384938992983	0.00043803746972325764	1	32	0.7104134149508838	0.4649448197986017	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	porttr	q4	4	4	0.038354966887605535	0.1209429985407909	0.31713259428299534	0.7511429937193214	1	32	0.7104134149508838	0.4649448197986017	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	porttr	y2_q5_8	5	8	-0.1783835386001975	0.1864708435458285	-0.9566296543103084	0.33875421566374075	3	32	0.7104134149508838	0.4649448197986017	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	porttr	y3_q9_12	9	12	0.0	0.0			0	32	0.7104134149508838	0.4649448197986017	HC1
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	porttr	y4p_q13_40	13	40	0.0	0.0			0	32	0.7104134149508838	0.4649448197986017	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	pre_8_5	-8	-5	-0.8482185323357742	0.030178676352323845	-28.10655187236066	8.146767014075565e-174	2	28	0.8970271780336675	0.8437149992402337	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	pre_4_2	-4	-2	-1.0696374255617587	0.3856654722267288	-2.7734850604747154	0.0055459386760321255	3	28	0.8970271780336675	0.8437149992402337	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	q0	0	0	0.35199325409143745	6.653297293329639e-14	5290508428720.5	0.0	1	28	0.8970271780336675	0.8437149992402337	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	q1	1	1	-0.6595894915464082	7.419903177467837e-14	-8889462244593.654	0.0	1	28	0.8970271780336675	0.8437149992402337	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	q2	2	2	-0.9642757602457811	6.940110639459345e-14	-13894241898150.791	0.0	1	28	0.8970271780336675	0.8437149992402337	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	q3	3	3	-1.349165844565943	6.671608120480651e-14	-20222498387221.566	0.0	1	28	0.8970271780336675	0.8437149992402337	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	q4	4	4	-0.7161915072033528	6.607426987825598e-14	-10839189120408.885	0.0	1	28	0.8970271780336675	0.8437149992402337	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	y2_q5_8	5	8	-1.1939061398911768	0.15083755136449226	-7.915178475724228	2.4689865463647335e-15	3	28	0.8970271780336675	0.8437149992402337	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	y3_q9_12	9	12	0.0	0.0			0	28	0.8970271780336675	0.8437149992402337	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	y4p_q13_40	13	40	0.0	0.0			0	28	0.8970271780336675	0.8437149992402337	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	pre_8_5	-8	-5	-0.6734788568105035	0.05894201695414481	-11.426125056671383	3.096195223667634e-30	2	28	0.8349536799473694	0.8308855953549902	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	pre_4_2	-4	-2	-0.7215335858031873	0.10955193172938364	-6.586224217255496	4.511523601164593e-11	3	28	0.8349536799473694	0.8308855953549902	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	q0	0	0	0.5057184474370997	0.012577085313096504	40.20951077675331	0.0	1	28	0.8349536799473694	0.8308855953549902	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	q1	1	1	-0.5141914781387622	0.025154170626193014	-20.44159935861034	7.136190695428428e-93	1	28	0.8349536799473694	0.8308855953549902	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	q2	2	2	-0.781230535676003	0.0377312559392896	-20.705129374251936	3.1139768597308305e-95	1	28	0.8349536799473694	0.8308855953549902	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	q3	3	3	-1.104267317869243	0.050308341252386146	-21.949984642295618	8.663071862614118e-107	1	28	0.8349536799473694	0.8308855953549902	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	q4	4	4	-0.46939203304364074	0.06288542656548268	-7.464241855064181	8.378059116420973e-14	1	28	0.8349536799473694	0.8308855953549902	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	y2_q5_8	5	8	-0.9143556699817796	0.13404137213154654	-6.821443674005682	9.013010805314388e-12	3	28	0.8349536799473694	0.8308855953549902	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	y3_q9_12	9	12	0.0	0.0			0	28	0.8349536799473694	0.8308855953549902	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	y4p_q13_40	13	40	0.0	0.0			0	28	0.8349536799473694	0.8308855953549902	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	pre_8_5	-8	-5	0.8482185323357736	0.030178676352323835	28.10655187236065	8.146767014077885e-174	2	28	0.8970271780336675	0.8437149992402337	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	pre_4_2	-4	-2	1.069637425561756	0.3856654722267279	2.773485060474715	0.005545938676032136	3	28	0.8970271780336675	0.8437149992402337	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	q0	0	0	-0.3519932540914339	1.6432189040545812e-14	-21420959387876.06	0.0	1	28	0.8970271780336675	0.8437149992402337	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	q1	1	1	0.6595894915464082	1.3681966404241064e-14	48208676447411.26	0.0	1	28	0.8970271780336675	0.8437149992402337	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	q2	2	2	0.964275760245783	1.9101188603933878e-14	50482500342789.71	0.0	1	28	0.8970271780336675	0.8437149992402337	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	q3	3	3	1.3491658445659434	1.8526544927063784e-14	72823392050563.45	0.0	1	28	0.8970271780336675	0.8437149992402337	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	q4	4	4	0.7161915072033538	1.4104180087472183e-14	50778670065302.11	0.0	1	28	0.8970271780336675	0.8437149992402337	HC1
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	y2_q5_8	5	8	1.1939061398911768	0.15083755136449248	7.9151784757242165	2.4689865463649567e-15	3	28	0.8970271780336675	0.8437149992402337	HC1
